2014-09-17T13:39:04+02:00;epochen;load;page;loaded
2014-09-17T13:39:04+02:00;epochen;load;data;true
2014-09-17T13:42:06+02:00;epochen;load;page;loaded
2014-09-17T13:42:06+02:00;epochen;load;data;true
2014-09-17T13:42:07+02:00;epochen;click;skip;true
2014-09-17T13:42:08+02:00;epochen;load;page;loaded
2014-09-17T13:42:08+02:00;epochen;load;data;true
2014-09-17T13:42:11+02:00;epochen;click;timeline;68,69
2014-09-17T13:42:16+02:00;epochen;click;timeline;54,55
2014-09-17T13:47:34+02:00;netzwerke;load;page;true
2014-09-17T13:48:11+02:00;epochen;load;page;loaded
2014-09-17T13:48:12+02:00;epochen;load;data;true
2014-09-17T13:48:13+02:00;epochen;click;skip;true
2014-09-17T13:48:13+02:00;epochen;load;page;loaded
2014-09-17T13:48:13+02:00;epochen;load;data;true
2014-09-17T13:48:21+02:00;epochen;click;timeline;55,56
2014-09-17T13:48:45+02:00;epochen;click;timeline;45,46
2014-09-17T13:48:47+02:00;epochen;click;timeline;48,78
2014-09-17T13:48:48+02:00;epochen;click;timeline;54,84
2014-09-17T13:48:54+02:00;epochen;click;help;false
2014-09-17T13:49:08+02:00;epochen;click;help;true
2014-09-17T13:49:09+02:00;epochen;click;help;false
2014-09-17T13:49:10+02:00;epochen;click;help;true
2014-09-17T13:49:47+02:00;epochen;click;navi;stream
2014-09-17T13:49:57+02:00;epochen;click;navi;list
2014-09-17T13:50:23+02:00;netzwerke;load;page;true
2014-09-17T13:57:38+02:00;netzwerke;load;page;true
2014-09-17T13:57:38+02:00;netzwerke;load;data;true
2014-09-17T13:57:46+02:00;netzwerke;click;timeline;left-arrow
2014-09-17T13:57:52+02:00;netzwerke;click;timeline;left-arrow
2014-09-17T13:57:53+02:00;netzwerke;click;timeline;left-arrow
2014-09-17T13:57:54+02:00;netzwerke;click;timeline;left-arrow
2014-09-17T13:59:07+02:00;netzwerke;resize;window;true
2014-09-17T13:59:07+02:00;netzwerke;resize;window;true
2014-09-17T13:59:07+02:00;netzwerke;resize;window;true
2014-09-17T13:59:07+02:00;netzwerke;resize;window;true
2014-09-17T13:59:07+02:00;netzwerke;resize;window;true
2014-09-17T13:59:07+02:00;netzwerke;resize;window;true
2014-09-17T13:59:07+02:00;netzwerke;resize;window;true
2014-09-17T13:59:12+02:00;netzwerke;resize;window;true
2014-09-17T13:59:12+02:00;netzwerke;resize;window;true
2014-09-17T13:59:12+02:00;netzwerke;resize;window;true
2014-09-17T13:59:13+02:00;netzwerke;resize;window;true
2014-09-17T13:59:13+02:00;netzwerke;resize;window;true
2014-09-17T14:02:24+02:00;netzwerke;load;page;true
2014-09-17T14:02:24+02:00;netzwerke;load;data;true
2014-09-17T14:02:29+02:00;netzwerke;resize;window;1836,1012
2014-09-17T14:02:29+02:00;netzwerke;resize;window;1796,1009
2014-09-17T14:02:29+02:00;netzwerke;resize;window;1784,1008
2014-09-17T14:02:29+02:00;netzwerke;resize;window;1798,1011
2014-09-17T14:02:29+02:00;netzwerke;resize;window;1816,1013
2014-09-17T14:02:29+02:00;netzwerke;resize;window;1829,1013
2014-09-17T14:02:29+02:00;netzwerke;resize;window;1833,1013
2014-09-17T14:02:49+02:00;netzwerke;resize;window;1833,989
2014-09-17T14:02:49+02:00;netzwerke;resize;window;1802,970
2014-09-17T14:02:49+02:00;netzwerke;resize;window;1778,951
2014-09-17T14:02:49+02:00;netzwerke;resize;window;1768,947
2014-09-17T14:02:49+02:00;netzwerke;resize;window;1768,948
2014-09-17T14:02:49+02:00;netzwerke;resize;window;1772,954
2014-09-17T14:02:50+02:00;netzwerke;resize;window;1776,959
2014-09-17T14:02:50+02:00;netzwerke;resize;window;1780,964
2014-09-17T14:02:50+02:00;netzwerke;resize;window;1789,976
2014-09-17T14:02:50+02:00;netzwerke;resize;window;1793,980
2014-09-17T14:02:50+02:00;netzwerke;resize;window;1803,994
2014-09-17T14:02:50+02:00;netzwerke;resize;window;1807,1001
2014-09-17T14:02:50+02:00;netzwerke;resize;window;1814,1011
2014-09-17T14:02:50+02:00;netzwerke;resize;window;1816,1013
2014-09-17T14:02:56+02:00;netzwerke;resize;window;1801,542
2014-09-17T14:14:13+02:00;netzwerke;resize;window;1816,1013
2014-09-17T14:14:27+02:00;netzwerke;click;timeline;right-arrow
2014-09-17T14:14:28+02:00;netzwerke;click;timeline;left-arrow
2014-09-17T14:14:29+02:00;netzwerke;click;timeline;left-arrow
2014-09-17T14:14:30+02:00;netzwerke;click;timeline;left-arrow
2014-09-17T14:14:58+02:00;netzwerke;load;page;true
2014-09-17T14:14:58+02:00;netzwerke;load;data;true
2014-09-17T14:15:07+02:00;netzwerke;click;timeline-left-button;80
