current_facet_id,facet_id,c,value
201,59,532,Freizeitgestaltung\
201,1039,108,Kultur
201,264,14,Hauswirtschaft und Familienleben
201,1834,153,Bayern
201,586,161,Biografie\
201,447,88,Fortlaufendes Sammelwerk
201,421,129,Kunst
201,830,659,Deutsche Literatur
201,780,48,Philosophie
201,585,155,Plastik\
201,1212,43,Bibliotheks- und Informationswissenschaft
201,2022,22,Medizin
201,80,3,Alte Geschichte\
201,1814,1,Aufsatzsammlung
201,175,24,Technik
201,2063,30,Frankreich
201,1226,421,Deutsch
201,1460,225,Sprache\
201,1470,202,Literatur in anderen Sprachen
201,2640,39,Bericht
201,221,14,Statistik
201,1601,1,Jugend
201,977,5,Hausbau\
201,779,142,Bibliographie
201,2381,39,Europa
201,3122,9,Öffentliche Verwaltung
201,1620,895,Öffentliche Darbietungen\
201,444,182,Rezension
201,1777,51,Zeitung
201,3911,4,Österreich
201,4104,29,Bibliografien
201,687,6,Religion\
201,1454,1,Landschaftsgestaltung\
201,310,1,Natürliche Ressourcen\
201,2090,4,Bräuche\
201,620,3,Theater\
201,963,2,Geographie
201,501,1,Fotografie\
201,5100,219,Organisationen\
201,6464,2,Elektrotechnik\
235,21,14549,Monografie
235,10,1,Architektur
235,22,1128,Medizin\
235,179,3,Band
235,115,19,Wirtschaft
235,186,131,Zeitschrift
235,12,1,Recht
235,262,23,Erziehung\
235,201,1,Zeitschriften\
235,235,15258,Biowissenschaften\
235,184,2,Geschichte
235,320,159,Physik
235,215,308,Chemie
235,253,32,Ingenieurwissenschaften und Maschinenbau
235,263,203,Landwirtschaft\
235,45,1,Landwirtschaft
235,380,4,Natur
235,522,64,Informatik
235,530,1,Geschichte Deutschlands
235,188,1,Theologie\
235,315,2242,Tiere
235,529,1,Geografie\
235,363,54,Mathematik
235,168,143,Geowissenschaften
235,152,56,Technische Chemie
235,18,69,Astronomie\
235,170,201,Naturwissenschaften
235,169,64,Allgemeines\
235,974,1,Geschichte Europas
235,962,27,Geografie\
235,1542,26,Soziale Probleme\
235,39,6,Sozialwissenschaften\
235,314,2122,Pflanzen (Botanik)
235,859,2,Mehrbändiges Werk
235,287,1,Landschaft
235,511,6,Psychologie
235,499,4,Industrielle und handwerkliche Fertigung
235,59,1,Freizeitgestaltung\
235,264,2,Hauswirtschaft und Familienleben
235,447,12,Fortlaufendes Sammelwerk
235,830,1,Deutsche Literatur
235,780,30,Philosophie
235,1212,5,Bibliotheks- und Informationswissenschaft
235,2022,1,Medizin
235,80,6,Alte Geschichte\
235,175,2,Technik
235,757,2,Kopf
235,1460,1,Sprache\
235,2640,58,Bericht
235,221,5,Statistik
235,977,1,Hausbau\
235,2651,6,Kongress
235,569,1,Dorf
235,2355,70,Paläontologie
235,687,2,Religion\
235,435,14,Modell
235,1454,10,Landschaftsgestaltung\
235,310,47,Natürliche Ressourcen\
235,2090,29,Bräuche\
235,6464,1,Elektrotechnik\
239,4,402,Fotos
239,1,18,Fotografie
239,10,4,Architektur
239,66,347,Ortskatalog zur Kunst und Architektur
239,74,1,Urkunden
239,15,5565,Skulptur
239,6,31,Kunstgewerbe
239,132,7,Malerei
239,172,9096,Grabskulptur
239,178,8,Online-Publikation
239,16,4,Statue
239,73,59,Relief
239,239,14875,Grabstein
239,738,16,Sakralraumskulptur
239,413,8,Grabmal
239,412,139,Denkmalskulptur
239,1027,1,Denkmal
239,417,1,Kunsthandwerk
239,378,71,Reliefplastik
239,571,1,Büste
239,361,1,Rundplastik
239,173,2,Epitaph
239,3183,9,Plastik
239,814,2,Mosaikkunst
239,1360,2,Wappen
239,926,4,Grabplatte
239,1014,2,Sarkophag
239,861,1,Gartenskulptur
239,1800,3,Inschrift
239,5300,3,Friedhof
239,331,1,Münze
239,704,2,Kreuzgang
46,4,4317,Fotos
46,1,4310,Fotografie
46,2,4310,Foto
46,52,6,Technik-Katalog
46,51,7,Druck
46,50,7,Druckgrafik
46,102,1,Bildnis-Katalog
46,391,1,Kartenforum
46,46,14808,Portrait
145,4,766,Fotos
145,1,14,Fotografie
145,10,8,Architektur
145,66,273,Ortskatalog zur Kunst und Architektur
145,24,15,Bild
145,15,19,Skulptur
145,36,5,Wohnhaus
145,6,21,Kunstgewerbe
145,23,92,Tafelmalerei
145,132,1017,Malerei
145,60,6,Bildnis
145,94,595,Deckenmalerei
145,95,3855,Freskomalerei
145,111,13387,Wandmalerei
145,153,6,Bauskulptur
145,93,193,Deckenbild
145,73,5,Relief
145,145,14790,Wandbild
145,126,2,Kirche
145,738,13,Sakralraumskulptur
145,110,3,Bildfeld
145,412,1,Denkmalskulptur
145,267,2,Keramik
145,1027,1,Denkmal
145,1540,5,Altar
145,296,1,Brunnen
145,1377,6,Ausstellungen
145,378,3,Reliefplastik
145,362,38,Zyklus
145,194,1,Schriftkunst
145,173,1,Epitaph
145,649,1,Kapelle
145,1831,20,Gruppe
145,561,2,Kruzifix
145,871,2,Gewölbebild
145,778,2,Altarbild
145,1426,2,Studie
145,181,1,Konsole
145,814,109,Mosaikkunst
145,1360,1,Wappen
145,373,1,Fenster
145,1036,1,Gruppe (3-figurig)
145,927,1,Tür
145,1800,7,Inschrift
145,3121,125,stuckiert
145,913,1,Decke
145,487,471,Sekkomalerei
184,4,813,Fotos
184,1,54,Fotografie
184,2,46,Foto
184,11,760,Kontaktbogen
184,21,2028,Monografie
184,10,248,Architektur
184,24,10,Bild
184,63,2,Illustration
184,72,1619,Politik
184,22,11,Medizin\
184,155,61,Gesellschaft
184,132,425,Malerei
184,31,20,AV-Materialien
184,28,18,Zeichnung
184,60,3,Bildnis
184,179,169,Band
184,94,1,Deckenmalerei
184,95,1,Freskomalerei
184,178,1510,Online-Publikation
184,111,7,Wandmalerei
184,38,3,Industrie
184,16,2,Statue
184,85,7,Buchmalerei
184,115,215,Wirtschaft
184,186,2881,Zeitschrift
184,12,297,Recht
184,58,485,Nachrichtenmedien\
184,262,120,Erziehung\
184,73,4,Relief
184,201,598,Zeitschriften\
184,235,2,Biowissenschaften\
184,184,14306,Geschichte
184,320,19,Physik
184,328,1,Bauwesen
184,319,57,Musik
184,450,13,Stadt
184,77,2,Sport
184,126,20,Kirche
184,568,36,Druckgraphik
184,215,14,Chemie
184,67,2,Schellackplatte
184,91,92,Möbel
184,253,12,Ingenieurwissenschaften und Maschinenbau
184,263,10,Landwirtschaft\
184,250,98,Künstlerzeitschrift
184,251,98,Zeitschriften-Beitrag
184,203,3,Text
184,858,22,Handschrift
184,45,16,Landwirtschaft
184,380,17,Natur
184,522,5,Informatik
184,1030,6,Karte
184,114,4,Straße
184,530,1624,Geschichte Deutschlands
184,68,8,Oper
184,185,2054,Quelle
184,188,68,Theologie\
184,315,5,Tiere
184,529,1074,Geografie\
184,363,22,Mathematik
184,187,1,Bauernhof
184,168,70,Geowissenschaften
184,413,3,Grabmal
184,1277,50,Buch
184,1482,637,Deutschland
184,761,1,Schloss
184,152,2,Technische Chemie
184,424,8,Künstler
184,283,2,Gesundheitswesen
184,170,368,Naturwissenschaften
184,169,209,Allgemeines\
184,605,151,Militär
184,510,1,Leichenpredigt
184,1044,576,Literatur\
184,974,1067,Geschichte Europas
184,962,554,Geografie\
184,1368,7,Photographie
184,422,738,Auktionskatalog
184,1673,1,Personenkraftwagen
184,1542,8,Soziale Probleme\
184,196,9,Handel\
184,33,6,Lyrik
184,39,95,Sozialwissenschaften\
184,851,1,Lied
184,267,40,Keramik
184,40,4,Handwerk
184,427,1,Management
184,1027,5,Denkmal
184,1540,2,Altar
184,606,2,Plan
184,417,469,Kunsthandwerk
184,224,3,Miniatur
184,130,1,Graphik
184,439,159,Französische Literatur
184,296,2,Brunnen
184,575,21,Ausstellung
184,441,159,Spanische und portugiesische Literatur
184,440,159,Italienische\
184,1046,279,Literatur
184,1174,140,Künste\
184,2093,14,Burg
184,372,5,Glasmalerei
184,859,122,Mehrbändiges Werk
184,287,2,Landschaft
184,511,4,Psychologie
184,191,11,Urkunde
184,59,21,Freizeitgestaltung\
184,1004,1,Messgerät
184,1039,291,Kultur
184,264,10,Hauswirtschaft und Familienleben
184,479,13,Schule
184,1834,449,Bayern
184,586,564,Biografie\
184,447,16,Fortlaufendes Sammelwerk
184,583,1,Weltfestspiele der Jugend und Studenten
184,421,528,Kunst
184,830,136,Deutsche Literatur
184,831,83,Theater
184,992,2,Textilkunst
184,1202,22,Theologie
184,780,120,Philosophie
184,1140,6,Bergbau
184,1173,2,Bauernhaus
184,585,194,Plastik\
184,1212,43,Bibliotheks- und Informationswissenschaft
184,2022,13,Medizin
184,80,592,Alte Geschichte\
184,1814,352,Aufsatzsammlung
184,175,340,Technik
184,452,2,Goldschmiedekunst
184,2063,132,Frankreich
184,173,1,Epitaph
184,967,9,Alltag
184,108,3,Brücke
184,1226,101,Deutsch
184,418,335,Arbeiten auf Papier
184,854,1,Brief
184,1831,1,Gruppe
184,1460,368,Sprache\
184,1470,184,Literatur in anderen Sprachen
184,2640,169,Bericht
184,1456,283,Sammlung
184,1219,2,Stadtplan
184,221,69,Statistik
184,2048,2,Bauwerk
184,1393,7,Schmiedekunst
184,3806,1,Turm
184,2349,1,Vedute
184,1601,1,Jugend
184,3183,312,Plastik
184,1901,2,Klosterkirche
184,524,2,Geometrie
184,1539,66,Altkarte
184,1730,1,Archivalien
184,2145,2,Veröffentlichung
184,2123,1,Dorfkirche
184,513,24,Kloster
184,123,1,Gebäude
184,977,7,Hausbau\
184,3966,6,Gefäß
184,2651,107,Kongress
184,779,147,Bibliographie
184,4972,2,Astronomie
184,2381,389,Europa
184,3122,1,Öffentliche Verwaltung
184,1491,6,Museum
184,1620,3,Öffentliche Darbietungen\
184,482,1,Hochaltar
184,1360,29,Wappen
184,1529,1,Baumaschine
184,444,1,Rezension
184,2867,8,Schriftsteller
184,1777,52,Zeitung
184,569,3,Dorf
184,373,1,Fenster
184,2355,5,Paläontologie
184,472,50,Biographie
184,703,7,Altstadt
184,1635,1,Kanne
184,385,3,Arbeit
184,1014,6,Sarkophag
184,357,3,Dresden
184,467,1,Akte
184,3911,81,Österreich
184,4104,15,Bibliografien
184,931,1,DDR
184,2324,27,Waffe
184,687,17,Religion\
184,500,1,Grafische Verfahren\
184,435,1,Modell
184,1108,62,Schulbuch
184,7,6,Medaille
184,1454,7,Landschaftsgestaltung\
184,1674,1,Krankenhaus
184,4629,6,Palast
184,1800,12,Inschrift
184,772,3,Profanarchitektur
184,686,1,Reliquiar
184,2090,64,Bräuche\
184,913,1,Decke
184,765,6,Handel
184,620,64,Theater\
184,5300,2,Friedhof
184,1987,1,Sakralbau
184,963,60,Geographie
184,331,162,Münze
184,6962,12,Bibliothek
184,5100,63,Organisationen\
184,3174,3,Territorium
184,465,1,Bibliotheken
184,2013,1,Schüler
184,1581,1,Berufsausbildung
184,1129,1,Landesaufnahme
320,4,317,Fotos
320,1,5,Fotografie
320,2,5,Foto
320,21,11448,Monografie
320,10,1,Architektur
320,14,20,Monographie
320,64,26,Aufsatz
320,52,312,Technik-Katalog
320,22,96,Medizin\
320,51,312,Druck
320,50,312,Druckgrafik
320,31,2,AV-Materialien
320,179,9,Band
320,178,2,Online-Publikation
320,115,45,Wirtschaft
320,186,530,Zeitschrift
320,12,1,Recht
320,262,29,Erziehung\
320,201,31,Zeitschriften\
320,235,159,Biowissenschaften\
320,184,19,Geschichte
320,320,13223,Physik
320,319,5,Musik
320,215,697,Chemie
320,253,164,Ingenieurwissenschaften und Maschinenbau
320,263,1,Landwirtschaft\
320,45,1,Landwirtschaft
320,522,47,Informatik
320,530,1,Geschichte Deutschlands
320,185,124,Quelle
320,315,67,Tiere
320,363,368,Mathematik
320,168,124,Geowissenschaften
320,322,3,Ort
320,152,27,Technische Chemie
320,18,2573,Astronomie\
320,170,198,Naturwissenschaften
320,169,57,Allgemeines\
320,962,2,Geografie\
320,1542,2,Soziale Probleme\
320,196,27,Handel\
320,39,31,Sozialwissenschaften\
320,267,1,Keramik
320,427,1,Management
320,314,67,Pflanzen (Botanik)
320,1046,1,Literatur
320,1174,1,Künste\
320,859,1,Mehrbändiges Werk
320,511,4,Psychologie
320,499,8,Industrielle und handwerkliche Fertigung
320,447,46,Fortlaufendes Sammelwerk
320,780,20,Philosophie
320,1212,2,Bibliotheks- und Informationswissenschaft
320,2022,2,Medizin
320,80,3,Alte Geschichte\
320,1814,3,Aufsatzsammlung
320,175,22,Technik
320,757,1,Kopf
320,1460,2,Sprache\
320,2640,29,Bericht
320,221,2,Statistik
320,977,3,Hausbau\
320,779,1,Bibliographie
320,4972,5,Astronomie
320,896,1,Schale
320,1353,3,Dissertation:phil.
320,2355,67,Paläontologie
320,3911,3,Österreich
320,4104,2,Bibliografien
320,435,11,Modell
320,1108,1,Schulbuch
320,310,2,Natürliche Ressourcen\
320,6464,26,Elektrotechnik\
328,4,12769,Fotos
328,1,26,Fotografie
328,2,7,Foto
328,11,12736,Kontaktbogen
328,21,1,Monografie
328,10,53,Architektur
328,25,38,Prospekt
328,52,6,Technik-Katalog
328,51,7,Druck
328,50,6,Druckgrafik
328,186,157,Zeitschrift
328,184,1,Geschichte
328,328,13098,Bauwesen
328,450,1,Stadt
328,91,1,Möbel
328,253,1,Ingenieurwissenschaften und Maschinenbau
328,522,1,Informatik
328,185,72,Quelle
328,283,1,Gesundheitswesen
328,605,1,Militär
328,40,1,Handwerk
328,296,3,Brunnen
328,479,1,Schule
328,447,1,Fortlaufendes Sammelwerk
328,1730,11,Archivalien
328,123,1,Gebäude
328,977,169,Hausbau\
328,779,6,Bibliographie
328,733,6,Kirchen
328,1621,1,Erster Mai
328,3911,1,Österreich
328,2233,1,Schiffe
319,4,93,Fotos
319,1,51,Fotografie
319,2,50,Foto
319,21,1578,Monografie
319,10,2,Architektur
319,72,2,Politik
319,52,40,Technik-Katalog
319,22,14,Medizin\
319,51,40,Druck
319,50,40,Druckgrafik
319,132,3,Malerei
319,31,66,AV-Materialien
319,179,10,Band
319,178,19,Online-Publikation
319,38,2,Industrie
319,115,3,Wirtschaft
319,186,349,Zeitschrift
319,58,185,Nachrichtenmedien\
319,262,61,Erziehung\
319,201,44,Zeitschriften\
319,184,57,Geschichte
319,320,5,Physik
319,319,12477,Musik
319,450,2,Stadt
319,215,2,Chemie
319,253,2,Ingenieurwissenschaften und Maschinenbau
319,250,9,Künstlerzeitschrift
319,251,9,Zeitschriften-Beitrag
319,45,1,Landwirtschaft
319,522,14,Informatik
319,174,1,Wohnen
319,530,2,Geschichte Deutschlands
319,68,6,Oper
319,185,31,Quelle
319,188,13,Theologie\
319,315,3,Tiere
319,529,2,Geografie\
319,363,2,Mathematik
319,415,67,Zeichnung / Grafik
319,168,28,Geowissenschaften
319,1277,4,Buch
319,1482,64,Deutschland
319,424,1,Künstler
319,605,1,Militär
319,1044,15,Literatur\
319,974,1,Geschichte Europas
319,422,1,Auktionskatalog
319,33,2,Lyrik
319,39,9,Sozialwissenschaften\
319,851,2,Lied
319,40,2,Handwerk
319,427,2,Management
319,314,76,Pflanzen (Botanik)
319,238,4,Porträt
319,439,1,Französische Literatur
319,296,1,Brunnen
319,575,3,Ausstellung
319,1046,10,Literatur
319,1174,117,Künste\
319,859,3,Mehrbändiges Werk
319,2794,1,Haar- und Bartpflege
319,287,1,Landschaft
319,511,7,Psychologie
319,59,1,Freizeitgestaltung\
319,1039,10,Kultur
319,479,7,Schule
319,1834,1,Bayern
319,447,3,Fortlaufendes Sammelwerk
319,421,18,Kunst
319,830,9,Deutsche Literatur
319,831,28,Theater
319,1202,3,Theologie
319,780,3,Philosophie
319,1212,39,Bibliotheks- und Informationswissenschaft
319,1814,4,Aufsatzsammlung
319,175,3,Technik
319,2063,4,Frankreich
319,1226,8,Deutsch
319,1456,1,Sammlung
319,221,1,Statistik
319,1740,2,Libretto
319,1601,9,Jugend
319,1730,51,Archivalien
319,2651,3,Kongress
319,779,4,Bibliographie
319,2698,16,Theater / Oper
319,1491,1,Museum
319,1620,5,Öffentliche Darbietungen\
319,1022,2,Konzert
319,444,3,Rezension
319,2867,1,Schriftsteller
319,385,1,Arbeit
319,3911,10,Österreich
319,4104,8,Bibliografien
319,1108,1,Schulbuch
319,678,13,Schlösser
319,765,1,Handel
319,620,185,Theater\
319,501,1,Fotografie\
319,6464,3,Elektrotechnik\
319,2013,4,Schüler
450,4,9934,Fotos
450,1,1595,Fotografie
450,2,1499,Foto
450,11,5927,Kontaktbogen
450,21,66,Monografie
450,10,4526,Architektur
450,66,2434,Ortskatalog zur Kunst und Architektur
450,24,17,Bild
450,63,1,Illustration
450,72,1,Politik
450,52,4,Technik-Katalog
450,155,2,Gesellschaft
450,51,172,Druck
450,36,1,Wohnhaus
450,6,4,Kunstgewerbe
450,27,5,Zeichenkunst
450,50,169,Druckgrafik
450,132,22,Malerei
450,31,119,AV-Materialien
450,28,2,Zeichnung
450,179,2,Band
450,178,36,Online-Publikation
450,111,1,Wandmalerei
450,85,1,Buchmalerei
450,115,5,Wirtschaft
450,391,150,Kartenforum
450,262,1,Erziehung\
450,73,1,Relief
450,201,1,Zeitschriften\
450,184,13,Geschichte
450,328,1,Bauwesen
450,319,2,Musik
450,450,12436,Stadt
450,126,4,Kirche
450,568,3,Druckgraphik
450,253,3,Ingenieurwissenschaften und Maschinenbau
450,263,1,Landwirtschaft\
450,250,1,Künstlerzeitschrift
450,251,1,Zeitschriften-Beitrag
450,45,3,Landwirtschaft
450,112,22,Buchkunst
450,522,1,Informatik
450,114,2,Straße
450,174,4,Wohnen
450,530,2,Geschichte Deutschlands
450,168,5,Geowissenschaften
450,1277,1,Buch
450,1482,10,Deutschland
450,761,1,Schloss
450,169,1,Allgemeines\
450,949,1,Kirche (evangelisch)
450,974,1,Geschichte Europas
450,1368,1,Photographie
450,196,1,Handel\
450,39,5,Sozialwissenschaften\
450,267,2,Keramik
450,40,1,Handwerk
450,167,1,Portal
450,238,17,Porträt
450,587,1,Kirche (katholisch)
450,575,1,Ausstellung
450,1046,3,Literatur
450,1174,1,Künste\
450,2093,1,Burg
450,859,5,Mehrbändiges Werk
450,1377,1,Ausstellungen
450,287,1,Landschaft
450,511,1,Psychologie
450,1039,6,Kultur
450,479,2,Schule
450,1834,2,Bayern
450,586,1,Biografie\
450,421,5,Kunst
450,831,2,Theater
450,362,1,Zyklus
450,329,2,Platz
450,311,1,Freizeit
450,780,2,Philosophie
450,1140,1,Bergbau
450,80,1,Alte Geschichte\
450,1814,12,Aufsatzsammlung
450,2063,1,Frankreich
450,967,2,Alltag
450,108,1,Brücke
450,854,1,Brief
450,2048,2,Bauwerk
450,1601,5,Jugend
450,3183,2,Plastik
450,1901,1,Klosterkirche
450,3966,1,Gefäß
450,2651,9,Kongress
450,2381,2,Europa
450,1491,3,Museum
450,1360,1,Wappen
450,2867,2,Schriftsteller
450,569,1,Dorf
450,1290,2,Sozialwesen
450,2355,4,Paläontologie
450,385,2,Arbeit
450,500,1,Grafische Verfahren\
450,435,1,Modell
450,1192,1,Palais
450,1454,1,Landschaftsgestaltung\
450,1674,4,Krankenhaus
450,5300,3,Friedhof
450,1987,1,Sakralbau
450,5100,1,Organisationen\
450,2013,5,Schüler
77,4,11288,Fotos
77,1,699,Fotografie
77,2,691,Foto
77,11,10582,Kontaktbogen
77,21,406,Monografie
77,10,1,Architektur
77,66,1,Ortskatalog zur Kunst und Architektur
77,24,3,Bild
77,72,1,Politik
77,52,12,Technik-Katalog
77,15,3,Skulptur
77,22,92,Medizin\
77,51,1,Druck
77,50,1,Druckgrafik
77,132,3,Malerei
77,31,32,AV-Materialien
77,179,2,Band
77,178,2,Online-Publikation
77,16,3,Statue
77,115,11,Wirtschaft
77,186,29,Zeitschrift
77,12,2,Recht
77,58,31,Nachrichtenmedien\
77,262,39,Erziehung\
77,201,1,Zeitschriften\
77,184,2,Geschichte
77,77,12039,Sport
77,126,1,Kirche
77,215,1,Chemie
77,253,6,Ingenieurwissenschaften und Maschinenbau
77,263,14,Landwirtschaft\
77,45,2,Landwirtschaft
77,522,6,Informatik
77,530,3,Geschichte Deutschlands
77,185,2,Quelle
77,529,1,Geografie\
77,363,2,Mathematik
77,1482,3,Deutschland
77,424,1,Künstler
77,962,15,Geografie\
77,1542,19,Soziale Probleme\
77,39,18,Sozialwissenschaften\
77,40,1,Handwerk
77,427,16,Management
77,575,1,Ausstellung
77,859,1,Mehrbändiges Werk
77,287,1,Landschaft
77,511,32,Psychologie
77,499,1,Industrielle und handwerkliche Fertigung
77,59,38,Freizeitgestaltung\
77,1039,3,Kultur
77,264,13,Hauswirtschaft und Familienleben
77,479,3,Schule
77,447,2,Fortlaufendes Sammelwerk
77,362,1,Zyklus
77,585,1,Plastik\
77,2022,1,Medizin
77,80,1,Alte Geschichte\
77,1601,7,Jugend
77,1730,13,Archivalien
77,1261,1,Postkarte
77,2651,1,Kongress
77,2381,1,Europa
77,3122,1,Öffentliche Verwaltung
77,1620,1,Öffentliche Darbietungen\
77,1777,1,Zeitung
77,472,2,Biographie
77,1454,2,Landschaftsgestaltung\
77,1674,1,Krankenhaus
77,310,1,Natürliche Ressourcen\
77,2013,3,Schüler
126,4,4362,Fotos
126,1,205,Fotografie
126,2,100,Foto
126,21,57,Monografie
126,10,11445,Architektur
126,66,1550,Ortskatalog zur Kunst und Architektur
126,24,3,Bild
126,72,8,Politik
126,52,1,Technik-Katalog
126,15,1,Skulptur
126,155,10,Gesellschaft
126,51,6,Druck
126,82,61,Karten und Pläne
126,36,23,Wohnhaus
126,6,1,Kunstgewerbe
126,27,1,Zeichenkunst
126,50,6,Druckgrafik
126,132,5,Malerei
126,31,77,AV-Materialien
126,179,1,Band
126,178,28,Online-Publikation
126,16,3,Statue
126,12,5,Recht
126,391,3,Kartenforum
126,73,1,Relief
126,145,2,Wandbild
126,184,20,Geschichte
126,450,4,Stadt
126,77,1,Sport
126,126,12035,Kirche
126,635,2,Mühle
126,91,2,Möbel
126,236,11,Print
126,45,4,Landwirtschaft
126,1030,1,Karte
126,114,14,Straße
126,327,2,Wohn- und Geschäftshaus
126,68,1,Oper
126,185,12,Quelle
126,188,3,Theologie\
126,867,4,Musik-Katalog
126,413,1,Grabmal
126,1277,2,Buch
126,322,1,Ort
126,1482,15,Deutschland
126,761,16,Schloss
126,1368,11,Photographie
126,1542,1,Soziale Probleme\
126,39,1,Sozialwissenschaften\
126,851,1,Lied
126,40,3,Handwerk
126,1283,14,Varia
126,1027,5,Denkmal
126,1540,5,Altar
126,167,10,Portal
126,238,3,Porträt
126,437,16,Rathaus
126,296,9,Brunnen
126,575,4,Ausstellung
126,1046,2,Literatur
126,2093,2,Burg
126,1377,3,Ausstellungen
126,287,1,Landschaft
126,1039,19,Kultur
126,479,13,Schule
126,1834,7,Bayern
126,421,6,Kunst
126,831,4,Theater
126,329,12,Platz
126,311,1,Freizeit
126,1202,6,Theologie
126,780,2,Philosophie
126,1814,14,Aufsatzsammlung
126,2063,4,Frankreich
126,173,1,Epitaph
126,967,1,Alltag
126,108,5,Brücke
126,649,9,Kapelle
126,985,1,Schloß
126,561,1,Kruzifix
126,221,1,Statistik
126,2048,2,Bauwerk
126,1393,1,Schmiedekunst
126,3806,7,Turm
126,4359,2,Aufbau
126,1601,1,Jugend
126,1539,1,Altkarte
126,1730,9,Archivalien
126,2123,1,Dorfkirche
126,513,35,Kloster
126,123,20,Gebäude
126,2651,7,Kongress
126,814,1,Mosaikkunst
126,294,50,Innenraum
126,779,4,Bibliographie
126,1370,1,Laden
126,1491,3,Museum
126,482,1,Hochaltar
126,2200,5,Hotel
126,569,1,Dorf
126,1412,1,Modellbau
126,373,2,Fenster
126,1290,1,Sozialwesen
126,5104,2,Gaststätte
126,1875,1,Scheune
126,733,64,Kirchen
126,2463,1,Marktplatz
126,3911,2,Österreich
126,687,2,Religion\
126,435,1,Modell
126,927,1,Tür
126,1674,2,Krankenhaus
126,1450,2,Kriege
126,4629,1,Palast
126,765,1,Handel
126,5300,5,Friedhof
126,3017,1,Park
126,704,12,Kreuzgang
126,2013,3,Schüler
635,4,11438,Fotos
635,1,18,Fotografie
635,2,11,Foto
635,10,672,Architektur
635,66,319,Ortskatalog zur Kunst und Architektur
635,74,1,Urkunden
635,52,46,Technik-Katalog
635,51,47,Druck
635,82,16,Karten und Pläne
635,36,6,Wohnhaus
635,6,4,Kunstgewerbe
635,27,2,Zeichenkunst
635,50,49,Druckgrafik
635,28,1,Zeichnung
635,391,10,Kartenforum
635,126,2,Kirche
635,635,11877,Mühle
635,858,2,Handschrift
635,187,10,Bauernhof
635,437,1,Rathaus
635,296,3,Brunnen
635,2093,2,Burg
635,859,1,Mehrbändiges Werk
635,479,1,Schule
635,3133,2,Ansicht
635,96,1,Gasthaus
635,108,5,Brücke
635,123,2,Gebäude
635,1567,1,Kartenwerk
635,5300,1,Friedhof
568,4,11,Fotos
568,1,1,Fotografie
568,21,199,Monografie
568,10,30,Architektur
568,66,11,Ortskatalog zur Kunst und Architektur
568,24,47,Bild
568,63,109,Illustration
568,51,8437,Druck
568,6,19,Kunstgewerbe
568,27,13,Zeichenkunst
568,23,6,Tafelmalerei
568,132,46,Malerei
568,28,59,Zeichnung
568,179,36,Band
568,178,189,Online-Publikation
568,85,3,Buchmalerei
568,186,2,Zeitschrift
568,391,1,Kartenforum
568,184,36,Geschichte
568,450,3,Stadt
568,568,11787,Druckgraphik
568,91,5,Möbel
568,236,20,Print
568,203,7,Text
568,858,4,Handschrift
568,112,20,Buchkunst
568,1030,26,Karte
568,185,8,Quelle
568,110,61,Bildfeld
568,1277,32,Buch
568,1482,9,Deutschland
568,761,1,Schloss
568,424,4,Künstler
568,211,1097,Grundriss
568,1175,241,Buchseite
568,422,178,Auktionskatalog
568,84,104,Bildseite
568,267,3,Keramik
568,606,160,Plan
568,288,124,Entwurf
568,417,20,Kunsthandwerk
568,130,4,Graphik
568,312,1,Vorderseite
568,575,6,Ausstellung
568,1046,5,Literatur
568,474,42,Landkarte
568,859,6,Mehrbändiges Werk
568,191,4,Urkunde
568,455,1,Einblattdruck
568,755,403,Aufriss
568,3133,1,Ansicht
568,421,6,Kunst
568,362,1,Zyklus
568,992,7,Textilkunst
568,194,2,Schriftkunst
568,2022,1,Medizin
568,828,63,sonstiger Text
568,2063,10,Frankreich
568,1226,1,Deutsch
568,418,9,Arbeiten auf Papier
568,883,823,Buchillustration
568,1456,68,Sammlung
568,1219,269,Stadtplan
568,2349,2,Vedute
568,3183,11,Plastik
568,1730,1,Archivalien
568,1426,3,Studie
568,1261,37,Postkarte
568,2145,1,Veröffentlichung
568,181,2,Konsole
568,294,1,Innenraum
568,2381,1,Europa
568,1491,3,Museum
568,1360,1,Wappen
568,1777,5,Zeitung
568,926,2,Grabplatte
568,2716,1,Traktat
568,500,1,Grafische Verfahren\
568,1934,1,Flugschrift
568,1493,206,Querschnitt
568,3121,7,stuckiert
568,2925,1,Ortsansicht
568,6962,2,Bibliothek
568,86,1,theologischer Text
215,4,42,Fotos
215,1,14,Fotografie
215,2,14,Foto
215,21,9606,Monografie
215,14,58,Monographie
215,64,13,Aufsatz
215,52,28,Technik-Katalog
215,22,465,Medizin\
215,51,29,Druck
215,50,28,Druckgrafik
215,31,2,AV-Materialien
215,179,6,Band
215,178,5,Online-Publikation
215,38,2,Industrie
215,115,6,Wirtschaft
215,186,866,Zeitschrift
215,12,1,Recht
215,58,19,Nachrichtenmedien\
215,262,25,Erziehung\
215,235,308,Biowissenschaften\
215,184,14,Geschichte
215,320,697,Physik
215,319,2,Musik
215,77,1,Sport
215,215,11368,Chemie
215,253,94,Ingenieurwissenschaften und Maschinenbau
215,263,25,Landwirtschaft\
215,45,3,Landwirtschaft
215,380,7,Natur
215,522,4,Informatik
215,185,106,Quelle
215,315,68,Tiere
215,363,14,Mathematik
215,168,141,Geowissenschaften
