current_facet_id,facet_id,c,value
361,10,10,Architektur
361,15,489,Skulptur
361,6,49,Kunstgewerbe
361,23,9,Tafelmalerei
361,132,10,Malerei
361,94,30,Deckenmalerei
361,172,62,Grabskulptur
361,16,758,Statue
361,153,138,Bauskulptur
361,93,30,Deckenbild
361,73,16,Relief
361,239,1,Grabstein
361,738,390,Sakralraumskulptur
361,110,5,Bildfeld
361,353,2,Kapitell
361,413,18,Grabmal
361,116,265,Altarskulptur
361,622,171,Statuette
361,412,49,Denkmalskulptur
361,267,1,Keramik
361,1027,25,Denkmal
361,1540,10,Altar
361,167,2,Portal
361,296,5,Brunnen
361,268,121,Gruppe (2-figurig)
361,378,169,Reliefplastik
361,571,132,Büste
361,362,8,Zyklus
361,758,9,Portalskulptur
361,361,2067,Rundplastik
361,585,1,Plastik
361,80,1,Alte Geschichte
361,452,1,Goldschmiedekunst
361,1672,98,Sitzfigur
361,173,19,Epitaph
361,757,16,Kopf
361,1831,105,Gruppe
361,561,34,Kruzifix
361,580,4,Vase
361,379,10,Kanzel
361,718,23,Retabel
361,778,3,Altarbild
361,1961,1,Skizze
361,295,27,Brunnenskulptur
361,1035,284,Freiskulptur
361,48,17,Figur
361,657,19,Tierfigur
361,181,12,Konsole
361,3966,1,Gefäß
361,482,3,Hochaltar
361,1036,50,Gruppe (3-figurig)
361,968,5,Taufstein
361,3339,6,Konsolfigur
361,435,6,Modell
361,1271,125,Kleinskulptur
361,861,51,Gartenskulptur
361,686,5,Reliquiar
1140,4,1705,Fotos
1140,1,89,Fotografie
1140,2,111,Foto
1140,11,1405,Kontaktbogen
1140,21,22,Monografie
1140,66,35,Ortskatalog zur Kunst und Architektur
1140,14,9,Monographie
1140,24,10,Bild
1140,25,2,Prospekt
1140,52,143,Technik-Katalog
1140,51,144,Druck
1140,6,35,Kunstgewerbe
1140,27,4,Zeichenkunst
1140,50,163,Druckgrafik
1140,132,10,Malerei
1140,31,7,AV-Materialien
1140,28,18,Zeichnung
1140,178,17,Online-Publikation
1140,115,1,Wirtschaft
1140,186,172,Zeitschrift
1140,391,21,Kartenforum
1140,58,15,Nachrichtenmedien
1140,184,6,Geschichte
1140,450,1,Stadt
1140,215,1,Chemie
1140,253,163,Ingenieurwissenschaften und Maschinenbau
1140,858,5,Handschrift
1140,185,2,Quelle
1140,363,42,Mathematik
1140,1482,9,Deutschland
1140,152,161,Technische Chemie
1140,170,42,Naturwissenschaften
1140,605,1,Militär
1140,1029,1,Verordnung
1140,1542,2,Soziale Probleme
1140,427,1,Management
1140,606,1,Plan
1140,224,1,Miniatur
1140,575,1,Ausstellung
1140,479,1,Schule
1140,1834,3,Bayern
1140,268,2,Gruppe (2-figurig)
1140,1140,2067,Bergbau
1140,156,1,Dissertation:jur.
1140,175,42,Technik
1140,2063,1,Frankreich
1140,2640,6,Bericht
1140,3183,1,Plastik
1140,1539,3,Altkarte
1140,3966,1,Gefäß
1140,2651,3,Kongress
1140,1353,1,Dissertation:phil.
1140,1412,13,Modellbau
1140,1036,1,Gruppe (3-figurig)
1140,2355,1,Paläontologie
1140,3911,61,Österreich
1140,435,3,Modell
1140,7,2,Medaille
1140,872,3,Krug
1140,4395,1,Teller
1140,963,1,Geographie
118,25,2032,Prospekt
118,118,2032,Brennkraftmotor
118,118,2032,Brennkraftmotor
1173,4,745,Fotos
1173,1,13,Fotografie
1173,2,4,Foto
1173,10,2001,Architektur
1173,66,713,Ortskatalog zur Kunst und Architektur
1173,24,6,Bild
1173,82,1,Karten und Pläne
1173,36,42,Wohnhaus
1173,27,1,Zeichenkunst
1173,132,5,Malerei
1173,184,2,Geschichte
1173,114,2,Straße
1173,187,1,Bauernhof
1173,949,1,Kirche (evangelisch)
1173,479,1,Schule
1173,1834,1,Bayern
1173,1173,2027,Bauernhaus
1173,1814,1,Aufsatzsammlung
1173,96,1,Gasthaus
1173,569,1,Dorf
1173,1875,3,Scheune
1173,927,1,Tür
585,21,244,Monografie
585,10,8,Architektur
585,72,61,Politik
585,22,1,Medizin
585,132,93,Malerei
585,28,2,Zeichnung
585,60,1,Bildnis
585,179,1,Band
585,111,1,Wandmalerei
585,85,1,Buchmalerei
585,115,60,Wirtschaft
585,186,182,Zeitschrift
585,12,75,Recht
585,58,17,Nachrichtenmedien
585,262,1,Erziehung
585,73,1,Relief
585,201,155,Zeitschriften
585,184,194,Geschichte
585,77,1,Sport
585,215,1,Chemie
585,253,1,Ingenieurwissenschaften und Maschinenbau
585,530,154,Geschichte Deutschlands
585,185,94,Quelle
585,188,214,Theologie
585,363,1,Mathematik
585,168,1,Geowissenschaften
585,413,3,Grabmal
585,1482,92,Deutschland
585,974,150,Geschichte Europas
585,39,4,Sozialwissenschaften
585,267,9,Keramik
585,130,2,Graphik
585,1174,93,Künste
585,859,1,Mehrbändiges Werk
585,499,1,Industrielle und handwerkliche Fertigung
585,59,1,Freizeitgestaltung
585,1039,1,Kultur
585,1565,1,Villa
585,1834,44,Bayern
585,586,1770,Biografie
585,421,10,Kunst
585,831,1,Theater
585,361,1,Rundplastik
585,585,2019,Plastik
585,80,274,Alte Geschichte
585,1814,1,Aufsatzsammlung
585,452,1,Goldschmiedekunst
585,1470,2,Literatur in anderen Sprachen
585,221,60,Statistik
585,1393,1,Schmiedekunst
585,718,2,Retabel
585,3183,10,Plastik
585,2651,1,Kongress
585,2381,160,Europa
585,1360,27,Wappen
585,1014,1,Sarkophag
585,500,90,Grafische Verfahren
585,7,1,Medaille
585,1454,1,Landschaftsgestaltung
585,1800,1,Inschrift
585,2090,3,Bräuche
585,620,2,Theater
585,704,1,Kreuzgang
585,5100,6,Organisationen
925,4,2016,Fotos
925,1,1,Fotografie
925,11,2015,Kontaktbogen
925,925,2016,Galerie Neue Meister
1212,21,675,Monografie
1212,10,1,Architektur
1212,24,1,Bild
1212,72,1,Politik
1212,22,9,Medizin
1212,179,39,Band
1212,178,6,Online-Publikation
1212,115,5,Wirtschaft
1212,186,99,Zeitschrift
1212,12,25,Recht
1212,58,70,Nachrichtenmedien
1212,262,42,Erziehung
1212,201,43,Zeitschriften
1212,235,5,Biowissenschaften
1212,184,43,Geschichte
1212,320,2,Physik
1212,319,39,Musik
1212,253,3,Ingenieurwissenschaften und Maschinenbau
1212,263,1,Landwirtschaft
1212,858,3,Handschrift
1212,522,135,Informatik
1212,530,11,Geschichte Deutschlands
1212,185,2,Quelle
1212,188,3,Theologie
1212,529,3,Geografie
1212,1482,26,Deutschland
1212,170,51,Naturwissenschaften
1212,169,24,Allgemeines
1212,1044,1,Literatur
1212,974,17,Geschichte Europas
1212,962,6,Geografie
1212,1542,2,Soziale Probleme
1212,196,11,Handel
1212,39,2,Sozialwissenschaften
1212,427,4,Management
1212,439,35,Französische Literatur
1212,441,36,Spanische und portugiesische Literatur
1212,440,35,Italienische
1212,1174,54,Künste
1212,859,6,Mehrbändiges Werk
1212,511,2,Psychologie
1212,586,1,Biografie
1212,447,17,Fortlaufendes Sammelwerk
1212,830,1,Deutsche Literatur
1212,780,1,Philosophie
1212,1212,2015,Bibliotheks- und Informationswissenschaft
1212,80,2,Alte Geschichte
1212,175,8,Technik
1212,2063,4,Frankreich
1212,1460,51,Sprache
1212,2640,16,Bericht
1212,221,1,Statistik
1212,1730,2,Archivalien
1212,779,24,Bibliographie
1212,3122,3,Öffentliche Verwaltung
1212,1491,4,Museum
1212,1620,1,Öffentliche Darbietungen
1212,4104,67,Bibliografien
1212,2090,1,Bräuche
1212,6962,11,Bibliothek
1212,5100,14,Organisationen
1028,1028,1997,Zivilprozessakten
1028,1028,1997,Zivilprozessakten
1028,1028,1997,Zivilprozessakten
2022,4,67,Fotos
2022,1,24,Fotografie
2022,2,24,Foto
2022,11,32,Kontaktbogen
2022,21,76,Monografie
2022,14,1058,Monographie
2022,64,155,Aufsatz
2022,72,2,Politik
2022,52,11,Technik-Katalog
2022,22,424,Medizin
2022,51,11,Druck
2022,50,11,Druckgrafik
2022,31,22,AV-Materialien
2022,179,15,Band
2022,178,46,Online-Publikation
2022,115,1,Wirtschaft
2022,186,405,Zeitschrift
2022,12,3,Recht
2022,58,29,Nachrichtenmedien
2022,201,22,Zeitschriften
2022,235,1,Biowissenschaften
2022,184,13,Geschichte
2022,320,2,Physik
2022,77,1,Sport
2022,568,1,Druckgraphik
2022,215,22,Chemie
2022,858,19,Handschrift
2022,45,4,Landwirtschaft
2022,380,7,Natur
2022,522,1,Informatik
2022,61,2,Enthaltenes Werk
2022,68,1,Oper
2022,185,54,Quelle
2022,1277,8,Buch
2022,1482,4,Deutschland
2022,105,18,mehrbändiges Werk
2022,283,2,Gesundheitswesen
2022,170,7,Naturwissenschaften
2022,605,1,Militär
2022,1029,15,Verordnung
2022,974,1,Geschichte Europas
2022,422,3,Auktionskatalog
2022,1542,1,Soziale Probleme
2022,33,2,Lyrik
2022,39,1,Sozialwissenschaften
2022,851,1,Lied
2022,40,1,Handwerk
2022,238,1,Porträt
2022,575,1,Ausstellung
2022,1046,4,Literatur
2022,956,84,Historische Drucke
2022,2794,11,Haar- und Bartpflege
2022,511,3,Psychologie
2022,1039,2,Kultur
2022,455,5,Einblattdruck
2022,447,1,Fortlaufendes Sammelwerk
2022,421,2,Kunst
2022,780,5,Philosophie
2022,2022,1980,Medizin
2022,156,1,Dissertation:jur.
2022,1814,4,Aufsatzsammlung
2022,175,1,Technik
2022,854,14,Brief
2022,1456,16,Sammlung
2022,1730,5,Archivalien
2022,2651,6,Kongress
2022,3168,5,Frisör
2022,779,2,Bibliographie
2022,444,26,Rezension
2022,1545,11,Dissertation:med.
2022,3160,7,Historische Drucke: 1601 bis 1700
2022,472,1,Biographie
2022,486,1,940 - Geschichte Europas
2022,2716,20,Traktat
2022,1934,3,Flugschrift
2022,1116,7,Gelegenheitsschrift:Einladung
2022,1674,2,Krankenhaus
2022,765,1,Handel
2022,963,1,Geographie
2022,2013,1,Schüler
80,21,468,Monografie
80,10,28,Architektur
80,72,99,Politik
80,22,3,Medizin
80,155,1,Gesellschaft
80,132,3,Malerei
80,179,1,Band
80,111,1,Wandmalerei
80,16,2,Statue
80,115,42,Wirtschaft
80,186,436,Zeitschrift
80,12,1,Recht
80,58,1,Nachrichtenmedien
80,262,1,Erziehung
80,73,1,Relief
80,201,3,Zeitschriften
80,235,6,Biowissenschaften
80,184,592,Geschichte
80,320,3,Physik
80,450,1,Stadt
80,77,1,Sport
80,215,1,Chemie
80,253,13,Ingenieurwissenschaften und Maschinenbau
80,263,3,Landwirtschaft
80,522,1,Informatik
80,530,508,Geschichte Deutschlands
80,185,55,Quelle
80,188,18,Theologie
80,315,6,Tiere
80,529,127,Geografie
80,363,1,Mathematik
80,168,9,Geowissenschaften
80,413,1,Grabmal
80,1482,111,Deutschland
80,152,2,Technische Chemie
80,169,1,Allgemeines
80,974,560,Geschichte Europas
80,962,141,Geografie
80,1368,1,Photographie
80,1542,2,Soziale Probleme
80,196,1,Handel
80,39,1,Sozialwissenschaften
80,267,13,Keramik
80,40,1,Handwerk
80,314,2,Pflanzen (Botanik)
80,439,3,Französische Literatur
80,441,3,Spanische und portugiesische Literatur
80,440,3,Italienische
80,1046,33,Literatur
80,1174,196,Künste
80,859,2,Mehrbändiges Werk
80,1039,27,Kultur
80,1565,1,Villa
80,586,522,Biografie
80,447,2,Fortlaufendes Sammelwerk
80,421,27,Kunst
80,830,7,Deutsche Literatur
80,831,1,Theater
80,780,9,Philosophie
80,361,1,Rundplastik
80,585,274,Plastik
80,1212,2,Bibliotheks- und Informationswissenschaft
80,80,1962,Alte Geschichte
80,2063,41,Frankreich
80,967,1,Alltag
80,854,1,Brief
80,1460,2,Sprache
80,1470,19,Literatur in anderen Sprachen
80,2640,2,Bericht
80,221,36,Statistik
80,2381,55,Europa
80,1620,1,Öffentliche Darbietungen
80,2355,1,Paläontologie
80,703,1,Altstadt
80,1014,1,Sarkophag
80,467,1,Akte
80,4104,1,Bibliografien
80,687,6,Religion
80,500,1,Grafische Verfahren
80,1454,1,Landschaftsgestaltung
80,1800,1,Inschrift
80,2090,61,Bräuche
80,620,1,Theater
80,5100,30,Organisationen
156,14,1834,Monographie
156,179,22,Band
156,45,2,Landwirtschaft
156,61,97,Enthaltenes Werk
156,1277,5,Buch
156,105,5,mehrbändiges Werk
156,510,1,Leichenpredigt
156,33,1,Lyrik
156,1140,1,Bergbau
156,2022,1,Medizin
156,156,1958,Dissertation:jur.
156,3160,5,Historische Drucke: 1601 bis 1700
156,2716,1,Traktat
156,1116,1,Gelegenheitsschrift:Einladung
156,562,18,Geldwesen
1814,21,928,Monografie
1814,10,7,Architektur
1814,24,18,Bild
1814,63,2,Illustration
1814,72,35,Politik
1814,22,4,Medizin
1814,155,35,Gesellschaft
1814,179,4,Band
1814,178,93,Online-Publikation
1814,115,17,Wirtschaft
1814,186,2,Zeitschrift
1814,12,16,Recht
1814,58,3,Nachrichtenmedien
1814,262,2,Erziehung
1814,201,1,Zeitschriften
1814,184,352,Geschichte
1814,320,3,Physik
1814,319,4,Musik
1814,450,12,Stadt
1814,126,14,Kirche
1814,253,2,Ingenieurwissenschaften und Maschinenbau
1814,203,4,Text
1814,858,6,Handschrift
1814,45,2,Landwirtschaft
1814,380,4,Natur
1814,522,2,Informatik
1814,530,11,Geschichte Deutschlands
1814,185,35,Quelle
1814,188,33,Theologie
1814,315,2,Tiere
1814,363,2,Mathematik
1814,168,1,Geowissenschaften
1814,1277,1,Buch
1814,1482,261,Deutschland
1814,761,1,Schloss
1814,424,4,Künstler
1814,170,26,Naturwissenschaften
1814,169,4,Allgemeines
1814,605,1,Militär
1814,1044,8,Literatur
1814,974,31,Geschichte Europas
1814,962,17,Geografie
1814,1368,4,Photographie
1814,1542,1,Soziale Probleme
1814,33,12,Lyrik
1814,39,20,Sozialwissenschaften
1814,40,2,Handwerk
1814,427,1,Management
1814,1027,2,Denkmal
1814,417,2,Kunsthandwerk
1814,439,1,Französische Literatur
1814,575,6,Ausstellung
1814,1046,171,Literatur
1814,1174,12,Künste
1814,2093,4,Burg
1814,859,5,Mehrbändiges Werk
1814,511,10,Psychologie
1814,414,4,Realismus
1814,191,1,Urkunde
1814,1039,95,Kultur
1814,1834,14,Bayern
1814,586,1,Biografie
1814,447,10,Fortlaufendes Sammelwerk
1814,421,59,Kunst
1814,830,15,Deutsche Literatur
1814,831,5,Theater
1814,311,2,Freizeit
1814,1202,40,Theologie
1814,780,76,Philosophie
1814,1173,1,Bauernhaus
1814,585,1,Plastik
1814,2022,4,Medizin
1814,1814,1955,Aufsatzsammlung
1814,175,5,Technik
1814,2063,28,Frankreich
1814,967,2,Alltag
1814,108,1,Brücke
1814,1226,82,Deutsch
1814,854,2,Brief
1814,1460,2,Sprache
1814,2640,17,Bericht
1814,1456,2,Sammlung
1814,2048,1,Bauwerk
1814,1601,3,Jugend
1814,3183,1,Plastik
1814,2145,1,Veröffentlichung
1814,513,4,Kloster
1814,977,1,Hausbau
1814,2651,144,Kongress
1814,779,158,Bibliographie
1814,2381,52,Europa
1814,1620,1,Öffentliche Darbietungen
1814,2867,8,Schriftsteller
1814,472,8,Biographie
1814,385,8,Arbeit
1814,357,2,Dresden
1814,467,2,Akte
1814,3911,4,Österreich
1814,687,13,Religion
1814,435,2,Modell
1814,1108,2,Schulbuch
1814,2090,2,Bräuche
1814,963,17,Geographie
1814,6962,3,Bibliothek
1814,2013,2,Schüler
175,4,303,Fotos
175,1,24,Fotografie
175,2,24,Foto
175,21,390,Monografie
175,10,8,Architektur
175,66,3,Ortskatalog zur Kunst und Architektur
175,72,10,Politik
175,52,7,Technik-Katalog
175,22,5,Medizin
175,155,2,Gesellschaft
175,132,1,Malerei
175,31,18,AV-Materialien
175,28,1,Zeichnung
175,179,5,Band
175,178,22,Online-Publikation
175,38,51,Industrie
175,115,58,Wirtschaft
175,186,593,Zeitschrift
175,12,10,Recht
175,58,18,Nachrichtenmedien
175,262,105,Erziehung
175,201,24,Zeitschriften
175,235,2,Biowissenschaften
175,184,340,Geschichte
175,320,22,Physik
175,319,3,Musik
175,215,21,Chemie
175,253,34,Ingenieurwissenschaften und Maschinenbau
175,263,75,Landwirtschaft
175,45,21,Landwirtschaft
175,380,5,Natur
175,522,11,Informatik
175,185,303,Quelle
175,363,48,Mathematik
175,168,2,Geowissenschaften
175,1277,1,Buch
175,1482,55,Deutschland
175,105,1,mehrbändiges Werk
175,152,99,Technische Chemie
175,424,1,Künstler
175,18,1,Astronomie
175,170,440,Naturwissenschaften
175,169,1,Allgemeines
175,605,1,Militär
175,1044,2,Literatur
175,974,1,Geschichte Europas
175,422,1,Auktionskatalog
175,1542,53,Soziale Probleme
175,196,6,Handel
175,39,57,Sozialwissenschaften
175,267,1,Keramik
175,40,1,Handwerk
175,427,3,Management
175,1283,3,Varia
175,417,4,Kunsthandwerk
175,575,4,Ausstellung
175,1046,1,Literatur
175,859,5,Mehrbändiges Werk
175,1377,2,Ausstellungen
175,511,3,Psychologie
175,499,20,Industrielle und handwerkliche Fertigung
175,59,1,Freizeitgestaltung
175,1039,4,Kultur
175,264,81,Hauswirtschaft und Familienleben
175,479,1,Schule
175,1834,1,Bayern
175,447,14,Fortlaufendes Sammelwerk
175,421,4,Kunst
175,311,1,Freizeit
175,780,3,Philosophie
175,1140,42,Bergbau
175,1212,8,Bibliotheks- und Informationswissenschaft
175,2022,1,Medizin
175,1814,5,Aufsatzsammlung
175,175,1954,Technik
175,2063,1,Frankreich
175,967,2,Alltag
175,1226,1,Deutsch
175,1601,2,Jugend
175,3183,1,Plastik
175,977,11,Hausbau
175,2651,7,Kongress
175,779,1,Bibliographie
175,1491,2,Museum
175,896,2,Schale
175,1529,1,Baumaschine
175,3911,42,Österreich
175,4104,41,Bibliografien
175,500,6,Grafische Verfahren
175,1454,1,Landschaftsgestaltung
175,310,1,Natürliche Ressourcen
175,765,19,Handel
175,963,25,Geographie
175,501,6,Fotografie
175,5100,1,Organisationen
175,2233,184,Schiffe
932,4,1953,Fotos
932,1,1953,Fotografie
932,2,1953,Foto
932,932,1953,politische Veranstaltungen
452,4,24,Fotos
452,1,2,Fotografie
452,21,12,Monografie
452,66,21,Ortskatalog zur Kunst und Architektur
452,24,3,Bild
452,15,7,Skulptur
452,6,33,Kunstgewerbe
452,23,1,Tafelmalerei
452,132,4,Malerei
452,28,1,Zeichnung
452,179,2,Band
452,172,1,Grabskulptur
452,178,29,Online-Publikation
452,16,2,Statue
452,73,85,Relief
452,184,2,Geschichte
452,91,2,Möbel
452,738,8,Sakralraumskulptur
452,110,55,Bildfeld
452,401,1,liturgischer Text
452,413,1,Grabmal
452,1277,1,Buch
452,116,2,Altarskulptur
452,422,11,Auktionskatalog
452,622,31,Statuette
452,267,1,Keramik
452,1540,6,Altar
452,417,4,Kunsthandwerk
452,224,1,Miniatur
452,312,4,Vorderseite
452,575,6,Ausstellung
452,1174,1,Künste
452,905,11,Rückseite
452,268,1,Gruppe (2-figurig)
452,378,2,Reliefplastik
452,571,2,Büste
452,992,5,Textilkunst
452,361,1,Rundplastik
452,585,1,Plastik
452,452,1923,Goldschmiedekunst
452,2063,2,Frankreich
452,1672,12,Sitzfigur
452,173,2,Epitaph
452,757,1,Kopf
452,418,1,Arbeiten auf Papier
452,1831,2,Gruppe
452,1456,5,Sammlung
452,561,21,Kruzifix
452,580,4,Vase
452,718,1,Retabel
452,3183,1,Plastik
452,48,2,Figur
452,657,2,Tierfigur
452,3966,2,Gefäß
452,814,2,Mosaikkunst
452,482,1,Hochaltar
452,896,30,Schale
452,1360,1,Wappen
452,1036,1,Gruppe (3-figurig)
452,1635,32,Kanne
452,968,1,Taufstein
452,500,1,Grafische Verfahren
452,5933,30,Leuchter
452,7,4,Medaille
452,1271,2,Kleinskulptur
452,872,1,Krug
452,686,136,Reliquiar
452,4395,7,Teller
452,331,4,Münze
828,24,1,Bild
828,51,63,Druck
828,27,990,Zeichenkunst
828,132,2,Malerei
828,28,556,Zeichnung
828,85,1663,Buchmalerei
828,568,63,Druckgraphik
828,203,13,Text
828,858,115,Handschrift
828,112,182,Buchkunst
828,1175,264,Buchseite
828,84,383,Bildseite
828,288,1,Entwurf
828,224,325,Miniatur
828,1046,2,Literatur
828,1566,355,Miniatur (in der Kolumne)
828,828,1912,sonstiger Text
828,883,63,Buchillustration
828,402,86,historisierte Initiale
828,1479,1,vorbereitende Zeichnung
828,1934,1,Flugschrift
828,827,75,Miniatur (halbseitig)
107,5,1,Kapitel
107,14,1247,Monographie
107,179,391,Band
107,61,5,Enthaltenes Werk
107,105,246,mehrbändiges Werk
107,1528,33,Mathematica
107,1283,1392,Varia
107,691,110,VD18 digital
107,806,42,Zoologica
107,107,1900,DigiWunschbuch
107,106,44,Itineraria
107,805,10,fortlaufendes Sammelwerk
2063,21,158,Monografie
2063,10,19,Architektur
2063,63,1,Illustration
2063,72,701,Politik
2063,22,2,Medizin
2063,155,2,Gesellschaft
2063,132,24,Malerei
2063,28,5,Zeichnung
2063,60,1,Bildnis
2063,179,15,Band
2063,178,132,Online-Publikation
2063,38,1,Industrie
2063,115,6,Wirtschaft
2063,186,1099,Zeitschrift
2063,12,12,Recht
2063,58,981,Nachrichtenmedien
2063,201,30,Zeitschriften
2063,184,132,Geschichte
2063,319,4,Musik
2063,450,1,Stadt
2063,126,4,Kirche
2063,568,10,Druckgraphik
2063,91,7,Möbel
2063,253,1,Ingenieurwissenschaften und Maschinenbau
2063,203,1,Text
2063,858,4,Handschrift
2063,45,5,Landwirtschaft
2063,522,1,Informatik
2063,1030,1,Karte
2063,114,1,Straße
2063,530,2,Geschichte Deutschlands
2063,68,2,Oper
2063,185,162,Quelle
2063,315,1,Tiere
2063,168,43,Geowissenschaften
2063,413,1,Grabmal
2063,1277,47,Buch
2063,1482,93,Deutschland
2063,761,1,Schloss
2063,424,4,Künstler
2063,283,1,Gesundheitswesen
2063,170,2,Naturwissenschaften
2063,169,1,Allgemeines
2063,605,87,Militär
2063,1044,4,Literatur
2063,974,30,Geschichte Europas
2063,1368,1,Photographie
2063,422,34,Auktionskatalog
2063,377,1,Gemälde
2063,427,1,Management
2063,1027,2,Denkmal
2063,606,1,Plan
2063,417,9,Kunsthandwerk
2063,224,1,Miniatur
2063,130,2,Graphik
2063,439,741,Französische Literatur
2063,575,2,Ausstellung
2063,441,741,Spanische und portugiesische Literatur
2063,440,741,Italienische
2063,1046,669,Literatur
2063,1174,59,Künste
2063,859,4,Mehrbändiges Werk
2063,1039,325,Kultur
2063,479,2,Schule
2063,1834,2,Bayern
2063,586,1,Biografie
2063,421,30,Kunst
2063,831,2,Theater
2063,992,1,Textilkunst
2063,329,1,Platz
2063,780,1,Philosophie
2063,1140,1,Bergbau
2063,1212,4,Bibliotheks- und Informationswissenschaft
2063,80,41,Alte Geschichte
2063,1814,28,Aufsatzsammlung
2063,175,1,Technik
2063,452,2,Goldschmiedekunst
2063,2063,1884,Frankreich
2063,1226,3,Deutsch
2063,418,5,Arbeiten auf Papier
2063,1456,13,Sammlung
2063,221,3,Statistik
2063,2349,1,Vedute
2063,3183,6,Plastik
2063,1539,13,Altkarte
2063,1730,1,Archivalien
2063,513,1,Kloster
2063,2651,23,Kongress
2063,779,116,Bibliographie
2063,2381,6,Europa
2063,1491,1,Museum
2063,444,1,Rezension
2063,2867,1,Schriftsteller
2063,1777,12,Zeitung
2063,472,5,Biographie
2063,3911,13,Österreich
2063,4104,115,Bibliografien
2063,7,1,Medaille
2063,772,1,Profanarchitektur
2063,5300,1,Friedhof
2063,963,1,Geographie
2063,331,2,Münze
2063,5100,7,Organisationen
2063,2233,1,Schiffe
1672,4,302,Fotos
1672,1,20,Fotografie
1672,10,4,Architektur
1672,66,198,Ortskatalog zur Kunst und Architektur
1672,15,1354,Skulptur
1672,6,48,Kunstgewerbe
1672,23,3,Tafelmalerei
1672,172,17,Grabskulptur
1672,133,5,Bildnisse
1672,16,11,Statue
1672,153,45,Bauskulptur
1672,73,2,Relief
1672,738,189,Sakralraumskulptur
1672,413,3,Grabmal
1672,116,35,Altarskulptur
1672,622,7,Statuette
1672,412,21,Denkmalskulptur
1672,267,12,Keramik
1672,1027,8,Denkmal
1672,1540,3,Altar
1672,167,1,Portal
1672,1039,12,Kultur
1672,268,39,Gruppe (2-figurig)
1672,378,3,Reliefplastik
1672,571,1,Büste
1672,758,3,Portalskulptur
1672,361,98,Rundplastik
1672,452,12,Goldschmiedekunst
1672,1672,1854,Sitzfigur
1672,1831,1,Gruppe
1672,1393,1,Schmiedekunst
1672,1961,1,Skizze
1672,295,10,Brunnenskulptur
1672,1035,40,Freiskulptur
1672,657,7,Tierfigur
1672,181,1,Konsole
1672,1249,4,Musizierende
1672,1036,7,Gruppe (3-figurig)
1672,467,5,Akte
1672,3339,1,Konsolfigur
1672,435,3,Modell
1672,1271,36,Kleinskulptur
1672,861,18,Gartenskulptur
1672,686,1,Reliquiar
1672,1037,82,Rundplastik (Rückseite ausgearbeitet)
173,4,1674,Fotos
173,1,289,Fotografie
173,2,277,Foto
173,11,1385,Kontaktbogen
173,21,44,Monografie
173,10,2,Architektur
173,31,38,AV-Materialien
173,179,1,Band
173,178,13,Online-Publikation
173,38,1,Industrie
173,115,1,Wirtschaft
173,262,5,Erziehung
173,184,9,Geschichte
173,450,2,Stadt
173,126,1,Kirche
173,250,53,Künstlerzeitschrift
173,251,53,Zeitschriften-Beitrag
173,45,2,Landwirtschaft
173,174,3,Wohnen
173,530,1,Geschichte Deutschlands
173,185,3,Quelle
173,188,1,Theologie
173,529,1,Geografie
173,1482,5,Deutschland
173,424,1,Künstler
173,283,1,Gesundheitswesen
173,605,1,Militär
173,974,2,Geschichte Europas
173,962,1,Geografie
173,39,3,Sozialwissenschaften
173,40,2,Handwerk
173,238,3,Porträt
173,575,3,Ausstellung
173,2093,2,Burg
173,859,1,Mehrbändiges Werk
173,511,7,Psychologie
173,1039,1,Kultur
173,479,3,Schule
173,421,2,Kunst
173,831,1,Theater
173,311,2,Freizeit
173,780,1,Philosophie
173,80,1,Alte Geschichte
173,1814,2,Aufsatzsammlung
173,175,2,Technik
173,967,1834,Alltag
173,1601,3,Jugend
173,2651,2,Kongress
173,2381,3,Europa
173,1491,1,Museum
173,2867,1,Schriftsteller
173,569,1,Dorf
173,385,1,Arbeit
173,772,1,Profanarchitektur
173,2090,1,Bräuche
173,2013,2,Schüler
96,4,1155,Fotos
96,1,16,Fotografie
96,2,10,Foto
96,10,1800,Architektur
96,66,982,Ortskatalog zur Kunst und Architektur
96,15,1,Skulptur
96,51,1,Druck
96,36,43,Wohnhaus
96,6,6,Kunstgewerbe
96,50,1,Druckgrafik
96,16,1,Statue
96,391,1,Kartenforum
96,635,1,Mühle
96,327,6,Wohn- und Geschäftshaus
96,187,1,Bauernhof
96,761,3,Schloss
96,167,1,Portal
96,437,1,Rathaus
96,1173,1,Bauernhaus
96,96,1830,Gasthaus
96,108,2,Brücke
96,3806,1,Turm
96,123,3,Gebäude
96,598,1,Verwaltungsgebäude
96,2200,15,Hotel
96,5104,2,Gaststätte
96,927,1,Tür
1736,1,19,Fotografie
1736,2,1,Foto
1736,10,10,Architektur
1736,24,1,Bild
1736,15,9,Skulptur
1736,51,80,Druck
1736,132,406,Malerei
1736,28,501,Zeichnung
1736,415,103,Zeichnung / Grafik
1736,377,200,Gemälde
1736,238,1,Porträt
1736,2794,8,Haar- und Bartpflege
1736,414,155,Realismus
1736,1736,1813,Bildwerke / Bildende Kunst
1736,1261,1,Postkarte
1736,1874,10,Grafik
1736,2698,2,Theater / Oper
1736,435,3,Modell
1736,2233,1,Schiffe
108,4,477,Fotos
108,1,62,Fotografie
108,2,23,Foto
108,21,5,Monografie
108,10,1581,Architektur
108,66,224,Ortskatalog zur Kunst und Architektur
108,24,3,Bild
