"id","name","count"
1396,"Religion",304
8504,"Adel",304
3413,"Innenausstattung",303
4078,"Facharbeiter für Bergbautechnologie",303
2308,"Sinfonien",302
3019,"Konsilium",302
4011,"Stadtmauer",302
551,"Brücken",301
3182,"Geschichte 1400-1900",301
3330,"Objekt",301
8084,"Fahrzeugausrüstung",301
3101,"Evangelische Kirche",300
4190,"Architekturmodell",300
4738,"Folge",300
2294,"Dorfkirche (evangelisch)",299
2499,"Flasche",299
2831,"Signalanlage",299
3115,"Kurhaus",299
127,"Facharbeiter für Eisenbahntransporttechnik",298
2240,"Mosaik",298
3155,"Gebetbuch",297
5761,"Kinderfotografie",297
1490,"Lader",296
4779,"Gericht",296
5975,"Werkzeug",296
1992,"Rechnungsprüfung",295
1526,"Badischer Frauenverein vom Roten Kreuz",294
2278,"Lithografie",294
3703,"Stock, Christian (1884-1967)",294
4402,"Dissertation",294
5017,"Liegen",294
7287,"Teppich",294
200,"Erker",293
6908,"Zubehör",293
1664,"Gesetzgebung",292
7549,"Rezensionszeitschriften",292
7869,"Collagekunst",292
154,"bemalt",291
4883,"Gefängnisse",291
7357,"Heidelberg",291
3582,"Urne",290
2285,"Kanal",289
1773,"Strandszenen",288
2693,"Feiern",288
3835,"Konflikt",287
7905,"Buchautor",287
7997,"Wohnhaus (genossenschaftlich)",287
9660,"Sammelband",287
1960,"Torbau",286
2733,"Würzburg",286
865,"Pumpe",285
2780,"Predigtsammlung",285
7830,"Konsolkopf",285
2933,"Römisches Reich",284
4508,"Harnisch",284
7608,"Denkmal, Kleindenkmal",284
2773,"Dose",283
3475,"Ernte",283
4450,"Eßbesteck",283
2067,"Geschichte 1700-1800",282
5821,"München",282
222,"Motorrad",281
1652,"Kreuzstein",281
1914,"Mineralogie",281
2053,"Entnazifizierung",281
4141,"Skizzen und Reisezeichnungen",281
7911,"Gelegenheitsschrift",281
8522,"Gewerbe",281
1711,"Oberkleidung",280
1928,"Schülerbedarf",280
4941,"Württembergische Kunstkammer; Figuren",280
9991,"Fibel",280
18762,"Bohren",280
7503,"Kirchenbau",279
9934,"Zehnt",278
2029,"Skizzen; Reisezeichnungen",276
2894,"Mühlen",276
3451,"Pastell",276
1332,"Artillerie",275
3788,"Finanzierung",275
11323,"null",275
1117,"Gelegenheitsschrift:Promotion",274
3744,"photograph",274
5233,"Ausbildung",274
615,"Gestühl",273
5283,"Biologie",273
13917,"Doppelstockfahrzeug",273
5340,"Gelegenheitsschrift:Geburtstag",272
8270,"AN 80190",272
8589,"Miserikordie",272
195,"Pleinairs",271
5128,"Treppe",271
1706,"Kommunikation",270
5366,"Silicium",270
1956,"Schmitt, Robert",269
2255,"Flachwagen",269
4394,"Rede / Panegyrikos",269
10810,"Wasserspeier",269
685,"Kommentar: theol.",268
1949,"Treffen",268
2948,"Hochwasser",268
4566,"Frohburg",268
6691,"Wissenschaft",268
903,"Reliquienschrein",267
4307,"Partei: Grüne",267
9290,"Kaufhaus",267
12567,"Ausländer",267
8240,"Bildwerke / Bildende Kunst &gt; Malerei",266
3847,"Torhaus",265
5915,"Schwestern; Auszeichnungen",265
7237,"Genealogische Tafel",265
9506,"Basis",265
1944,"Archivolte",264
2949,"historisierte Initiale (6-zeilig)",264
9676,"Calcit",264
2156,"Christentum",263
4224,"Zeittafel",263
7850,"Staat",263
8400,"Jugendstil",263
14380,"Mittelbild",263
2222,"Burgen",262
4646,"Zoologie",262
1743,"Omnibus",261
3816,"Jagd",261
625,"Staatliche Hochschulen für Baukunst, Bildende Künste und Handwerk Weimar 1930-1942",260
2819,"Amtsgebäude",260
4272,"Feldbereinigung; Pläne",260
4610,"Herpin",260
15481,"Rathäuser",260
882,"Fotografie (Digitalisat)",259
731,"Bücheranzeige",258
8607,"Grabkreuz",258
1369,"Generator",257
2005,"Weinrechnung",257
3020,"Beamte",257
3661,"Bestattungswesen",256
3731,"Rundfunkverbrechen",256
6718,"Miniatur (in der Bordüre)",256
2494,"Krieg",255
5613,"Liegefigur",254
5929,"Lebensmittel",254
7934,"Simulation",254
528,"Zweiter Weltkrieg",253
1407,"Verpackung",253
3325,"Prozess",253
388,"Trink- und Schankgeschirr",252
1522,"historisierte Initiale (4-zeilig)",252
5562,"Gestühlswange",252
2571,"Kristallfläche",251
3215,"Ferienlager",251
4027,"Erzählung",251
4482,"Jagdschloss",251
9453,"Landschaftsfotografie",251
10203,"Grab",251
1136,"Inventar",250
1500,"Nachruf",250
18995,"Der welsche Gast",250
332,"Württembergische Kunstkammer; Behältnisse",249
4957,"Protokolle",249
6017,"Schwestern; Kriegseinsätze",248
937,"Schild",247
1696,"Wohnanlage",247
3348,"Beschlag",247
7044,"Kreistage",247
764,"Handwerk / Industrie / Handel",246
1045,"Wien",246
4871,"Oberbaudienst",246
1796,"Gleisstopfmaschine",245
5003,"Fassade",245
5397,"Vesperbild",245
10375,"Kachel",245
3391,"Partei: FDP",244
495,"Lazarettpersonal",243
1084,"Unternehmen",243
1161,"Kriegssonderstrafrechtsverordnung",243
1434,"Flughafen",243
1643,"Quarz",243
2057,"Uhr",243
2495,"Wehrturm",243
3430,"Schlafzimmer",243
3530,"Mikroform",243
3659,"Speicher",243
4187,"Humor",243
7885,"Tasse",243
8081,"Ornament",243
19922,"Dünne Schicht",243
10795,"Schlosspark",242
348,"Württembergische Kunstkammer; Uhren, Wissenschaftliche Instrumente",241
2503,"Schreibtische",241
2504,"Ikone",241
5888,"Kommode",241
7017,"Altertum",241
7494,"Geschichte 1700-1900",241
991,"Kasel",240
3428,"Pädagogik",240
3623,"Kasten",240
1678,"340 - Recht",239
1718,"Wein",239
4461,"Wahlen",239
6837,"Dreidimensionale Bildwerke",239
9851,"Monstranz",239
13323,"Radierung",239
3431,"sermon",238
3565,"Ausmalung",238
6034,"Tiermodell",238
6239,"Chirurgie",238
7768,"Geisteswissenschaften",238
17743,"Wissenschaftskunde / Literärgeschichte",238
365,"Anstrichstoff",237
2515,"Raum",237
3494,"Innenräume",237
6063,"Freier Deutscher Gewerkschaftsbund",237
7215,"Finite-Elemente-Methode",237
14480,"Steuer",237
2561,"Baumaschinist",236
3763,"Linguistik",236
5372,"Krypta",236
6124,"Datensammlung",236
7022,"poem",236
8417,"Freskomalerei?",236
842,"Gruppe (4-figurig)",235
2009,"Kriminalität",235
3432,"sh2010119502",235
4452,"Orangerie",234
10556,"Nürnberg",234
11349,"Wiegeeinrichtung",234
278,"Arbeiter",233
342,"Württembergische Kunstkammer; Perlen, Perlmutt, Korallen",233
852,"Erwachsene",233
1568,"Zelte",233
2146,"Titelblatt",233
2976,"Geschichte 1616-1747",233
4759,"Kamin",233
6963,"Geschichte 1600-1940",233
8364,"Reformation",233
494,"Lazarettorganisation",232
815,"Wandmosaik",232
889,"Katalysator",232
1921,"Fliese",232
5974,"Triosonaten",232
6018,"Schwestern; Station",232
592,"Steuern",231
1886,"Staatsbauten",231
12741,"Aufzug",231
1599,"Pferde",230
3704,"Landzettel, Heinrich",230
6088,"Hof",230
7763,"Besoldung",230
333,"Württembergische Kunstkammer; Besteck",229
597,"Landesbibliotheken",229
2594,"Gewände",229
2622,"Kunst der 1940er / 50er Jahre",229
4420,"Enkaustik",229
6332,"Gewölbe",229
9677,"Calcite",229
12700,"Belletristik",229
611,"Genexpression",228
1825,"Nachhaltigkeit",228
2732,"Kalender",228
6945,"Bernhardt, Monika",228
13,"Krankenhäuser",227
496,"Versorgung,medizinische",227
984,"Bildstock",227
1114,"Manuskript",227
1472,"Sprache",227
7091,"Lehen",227
12520,"Geheimer Rat",227
338,"Württembergische Kunstkammer; Holz",226
3434,"Raumfahrt",226
4879,"Druckgrafik?",226
8016,"Sockel",226
10209,"Spitäler",226
3479,"Organische Synthese",225
1996,"Sparen",224
3000,"USA",224
109,"Sofa",223
846,"Radio",223
4543,"Mathematisches Modell",223
4549,"Landwirtschaftsschule",223
6419,"Verpackungs- und Lagerbehälter",223
10754,"Facharbeiter für Gießereitechnik",223
11503,"Atlas",223
484,"Hamburg in historischen Karten und Ansichten",222
3525,"Heizung",222
4648,"Ethnologie",222
9666,"Wahl: Wahlkampf",222
1285,"Liedersammlung",221
6777,"Zeichnung (in der Kolumne)",221
7368,"Perspektive",221
8722,"Druckgraphik?",221
9596,"Theorie",221
717,"Halle",220
800,"Flüchtlinge",220
1879,"Bildband",220
2904,"Vasallen",220
2940,"Innenhof",220
3517,"Karneval",220
7704,"Objektkunst",220
8610,"Archiv",220
10037,"Dienstleistung",220
2889,"Facharbeiter für chemische Produktion",218
3480,"Anorganische Synthese",218
3481,"Angewandte Chemie",218
4599,"Hitler, Adolf",218
4851,"Schleppfahrzeug",218
6841,"Gabelhubwagen",218
3264,"Meißen",217
9094,"Epik",217
9767,"Tragödie",217
469,"Liechtenstein",216
3862,"Stahl",216
10814,"Saxony",216
10903,"Fahrzeugaufbau",216
18058,"20. Jahrhundert",216
826,"Beton",215
1885,"Brunnenfigur",215
2795,"dieselhydraulisch",215
2868,"Schulwandbild",215
3373,"Baden <Landtag>",215
3374,"Geschichte 1819-1904",215
3951,"Pfeiler",215
5127,"Detail",215
5994,"Proteine",215
6163,"Großbritannien",215
6597,"Universität Halle (Saale)",215
7049,"Inkastadt",215
3161,"270 - Geschichte des Christentums",214
3917,"Garderobenmöbel",214
3922,"Dissertationensammlung",214
374,"Landwirt",213
1622,"Kunsthandwerk / Kunstgewerbe",213
2498,"Café",213
3936,"Ausstattung",213
7242,"Wahl: Wahlspot",213
1162,"Wehrkraftzersetzung",212
5428,"Rom",212
11542,"Naturalien",212
1723,"Mittelschrein",211
2487,"Häfen",211
2938,"Unterhaltungszeitschrift",211
3553,"Kartusche",211
7889,"Potentiometer",211
8826,"Artikel",211
339,"Württembergische Kunstkammer; Keramik, Gips",210
5899,"leaf",210
1087,"Landeskunde",209
1318,"Kleinuhren",209
2787,"Reiterstatue",209
3180,"Forschung",209
8403,"Kundgebungen",209
493,"Krankenbehandlung",208
3057,"Schwestern; Ausrüstung",208
3148,"bemalt (polychrom)",208
7536,"Torso",208
9994,"Wohnungsbau",208
11530,"Kirchturm",208
150,"Wohnhäuser; Einfamilienhäuser; Villen",207
1804,"Automobile",207
1897,"Behälterfahrzeug",207
1983,"Quartz",207
3037,"Rechtswesen",207
4427,"Holz",207
2021,"Tagungen",206
2997,"Schauseite (zweite)",206
4391,"Brunnenanlage",206
4408,"Halbfigur",206
4800,"Freiberg",206
6598,"Hochschullehrer",206
7283,"Lohengrin &amp; Friedrich von Schwaben",206
5035,"Karten",205
410,"Landwirtschaft, Forstwirtschaft, Sport, Freizeit, Wohnen",204
834,"Junge Pioniere",204
1427,"Mode",204
1445,"Stadtbild",204
3194,"Geschichte 1700-1930",204
3948,"Sonaten",204
4175,"Exegese",204
5666,"Deutschunterricht",204
5943,"Plakette",204
1640,"Feier",203
1766,"Puppen und Zubehör",203
1870,"Geschichte 1820-1830",203
1871,"Geschichte 1803-1820",203
1872,"Großbritannien <Parlament>",203
3960,"Historische Karte",203
4189,"Schaltkreis",203
4521,"Asien",203
4732,"Kirchenpflegen",203
8085,"Haustür",203
17002,"Kongresse",203
2660,"Dämmstoff",202
6331,"Gelegenheitsschrift:Amtsantritt",202
17175,"FDP",202
19983,"Landtag",202
843,"Bündnis 90/Die Grünen",201
1910,"Lastaufnahmemittel",201
4483,"Sigenot",201
6540,"Bildwerke / Bildende Kunst &gt; Reproduktionen / Druckerzeugnisse &gt; Malerei",201
6990,"Buch der Natur",201
7034,"Ägypten",201
1906,"geschnitzt",200
3002,"Film",200
4409,"Klimatisierung",200
12098,"Franken",200
17905,"Sende- und Empfangseinrichtung",200
341,"Württembergische Kunstkammer; Möbel",199
433,"Tierfotografie",199
1214,"Kopfbedeckung",199
1316,"Barock",199
2865,"Essen und Trinken",199
3150,"Baumaßnahmen",199
3421,"Verpflegung",199
5350,"Hitler, Adolf (1889-1945)",199
5513,"Rasiermesser",199
6440,"Bauwerke",199
10621,"Französisch",199
347,"Württembergische Kunstkammer; Textilien",198
3950,"Baudenkmal",198
8126,"Intelligenzblatt",198
1392,"Englische Literatur",197
1469,"Griechische Literatur",197
3377,"Befestigungsanlagen",197
5073,"Mauer",197
6649,"Kunststoff",197
6661,"Beichtstuhl",197
6965,"Paris <1942>",197
1516,"Personalangelegenheiten",196
2597,"Demonstration",196
6378,"—",196
4063,"Sakralarchitektur",195
4652,"Schweißen",195
6966,"Rechnungsamt; Rechnungen",195
8053,"Wirtshausschild",195
13430,"Klinkermauerwerk",195
16414,"Altertumskunde",195
3023,"Student",194
7918,"Geschichte 1800-1930",194
1131,"Zierseite",193
4363,"Metalldrahtglühlampe",193
6329,"Ernst Ludwig (Hessen und bei Rhein, Großherzog)",193
7518,"Wallfahrtskirche",193
8873,"Urlaub",193
2007,"Schwesterntracht",192
6174,"Schienenverkehr",192
8036,"Militärische Übungen",192
1816,"Maps",191
4557,"Katechismus",191
5901,"Wintersport",191
6223,"Reflektionsmaterial",191
7317,"Allgemeine Sammelwerke",191
1984,"Rhetorik",190
2091,"Regionale Geographie",190
2910,"sh85148261",190
3142,"Innovation",190
6012,"Deutsches Rotes Kreuz; Schwesternschaften",190
6951,"Wald",190
7423,"Altaraufsatz",190
8123,"Literarisches Zentralblatt für Deutschland",190
1666,"Organisation",189
2193,"Postamt",189
2265,"Kugellager",189
4906,"Mission",189
5712,"Facharbeiter für Sintererzeugnisse",189
6902,"Tourismus",189
8048,"Strecken; Offenburg-Singen",189
270,"Ländlicher Raum",188
1955,"Grenze",188
2311,"Achse",188
4475,"Treppenhaus",188
4624,"Duett",188
5250,"Jugendliche",188
6019,"Schwesternschaften vom Roten Kreuz",188
2554,"Judentum",187
3707,"Armatur",187
4523,"Kontretänze",187
4839,"Fasching",187
8622,"Wirtschaftspolitik",187
393,"Messe",186
470,"Arzt",186
864,"Markt",186
1019,"Turnhalle",186
1681,"Zeichnung?",186
2686,"Fasnacht",186
3737,"Kaffeekanne",186
7266,"Alter",186
8971,"Rundplastik (Rückseite ausgehöhlt)",186
11776,"partial differential equations",186
2484,"Kirchenfenster",185
6498,"Edelstein",185
8049,"Strecken; Schwarzwaldbahn",185
20607,"Getriebe",185
7145,"Luisenheim; Schwesternaltersheim",184
8125,"Hohenzollern-Hechingen",184
13435,"Schwert",184
1382,"Grundriß",183
1904,"kniende Figur",183
2977,"Gewölbemalerei",183
3236,"complex functions",183
5219,"Instandhaltungsmechaniker",183
5916,"Schwestern; Dienstjubiläum",183
6560,"Armut",183
9293,"Streitkräfte",183
1069,"Europäische Union",182
2855,"Prozesssteuerung",182
2921,"Rundfunk",182
4680,"Fahrzeugbau",182
5386,"Universitätsinstitut",182
7123,"Badische Schwesternschaft vom Roten Kreuz; Luisenheim",182
8124,"Geschichte 1785-1849",182
8127,"Geschichte 1829-1836",182
10823,"China",182
16540,"Auswanderung",182
25883,"Geleucht",182
75,"Votivbild",181
730,"Opern",181
1991,"Konstruktionszeichnung",181
6956,"Bleistift, Buntstift",181
11895,"Zoll",181
20843,"Porzellansammlung",181
507,"Kritik",180
751,"Übersetzung",180
1880,"Hebezeug (außer Kran)",180
2148,"Verfassung",180
3354,"Protest",180
11930,"Facharbeiter für Anlagentechnik",180
19978,"Rahmen",180
1075,"Essay",179
4328,"Miniatur (am Rand)",178
8268,"Saxon State and University Library Dresden",178
9048,"Rhythmogramme",178
10638,"Steckverbindung",178
13222,"Stiftungen",178
17428,"ländliches Bauen",178
336,"Württembergische Kunstkammer; Gemmen, Kameen, geschliffene Steine",177
453,"Humpen",177
2332,"Landwirtschaft, Forstwirtschaft, Wohnen",177
2691,"Schreibtisch",177
4877,"Kämpfer",177
5097,"Schriftstellerin",177
6585,"Sakramentshaus",177
11294,"Badeanstalt",177
15849,"Gewalt",177
134,"Schlosskapelle",176
1342,"Rauchutensilien",176
2236,"Streitschrift:polit.",176
3153,"Ludwig-Wilhelm-Krankenheim",176
5215,"Einheimische",176
5330,"Synagoge",176
5549,"Prozeß",176
14797,"Bozzetto",176
17944,"Bamberg",176
1809,"Polen",175
2488,"Universität Bonn",175
2763,"Kolportageliteratur",175
3286,"dieselelektrisch",175
4474,"Signaltransduktion",175
4558,"Zwickelrelief",175
6165,"Vor- und Frühgeschichte",175
7506,"Beschwerden",175
8130,"Unterhaltungs- und Informationselektronik",175
9195,"Staatsstraße Nr. 36 Stuttgart - Nördlingen",175
957,"Sprachen / Literaturen",174
1962,"Hund",174
3203,"Denkmalpflege",174
3395,"Asymmetrische Synthese",174
5477,"Württembergische Kunstkammer; Elfenbein, Bein, Zahn",174
6536,"Druck?",174
7090,"abstrakte Skulptur",174
8992,"Lettner",174
10656,"Wasserschloss",174
13561,"Motor",174
5480,"Württembergische Kunstkammer; Medaillen, Münzen",173
9477,"Städtebau",173
11810,"Sattelschlepper",173
12884,"Elsässische Legenda Aurea",173
921,"Staatliche Hochschule für Handwerk und Baukunst Weimar 1925-1930",172
1040,"Weltchronik",172
1101,"Auswuchten",172
3650,"Demokratie",172
4371,"Kino",172
4422,"Haushaltsplan",172
7974,"Kunst der 1970er Jahre",172
13078,"Bund-Länder-Verhältnis",172
2122,"Meister",171
3131,"Einspritzpumpe",171
5212,"Kapelle (katholisch)",171
7067,"Struktur-Aktivitäts-Beziehung",171
7236,"Dynastie",171
12521,"Resolutionen",171
13020,"Besoldungen",171
14614,"Wegkreuz",171
595,"Skizzen",170
914,"Kindergarten",170
1383,"Touristen",170
1717,"Rechnung",170
4765,"Kommentar: jur.",170
1211,"Belletristische Darstellung",169
2280,"Lehrbuch",169
3123,"Sessel",169
4735,"Hinterglasmalerei",169
5018,"Landesjugendplan",169
5022,"Hygiene",169
8267,"SLUB Dresden",169
11461,"Fahne",169
14586,"Mittelalter",169
15842,"Bekannte",169
15843,"Freunde",169
206,"Christlich Demokratische Union (CDU)",168
1811,"Geschichtsschreibung",168
2593,"Politische Säuberung",168
6411,"Geschichte 1795-1820",168
8666,"Türsturz",168
11226,"Tabelle",168
483,"Hamburgensien: Karten",167
1859,"Bibel",167
2825,"Ethik",167
3323,"Schrein",167
4168,"Brauerei",167
4626,"Reproduktion",167
8353,"Grundschule",167
10984,"Plakate",167
14227,"Numerisches Verfahren",167
19544,"Prosa",167
485,"Karte, Plan",166
2137,"Bürgerhaus",166
2920,"Bergmann",166
4229,"Wohnen; Wohnhaus, Villa",166
4237,"Rückblick",166
4795,"Bundestagswahl 1998",166
7774,"теория групп",166
8119,"Frankfurt am Main",166
9678,"Zeichnung, Kunsthandwerk",166
12411,"Tumba",166
16340,"Mausoleum",166
3052,"Architekturfotografie",165
4111,"Ausgleichsstock",165
4880,"Handbuch",165
5238,"Norwegische Hauptstadt",165
6686,"Urkundenfälschung",165
6715,"Transformator",165
11316,"Klebstoff",165
12039,"Dichtung",165
350,"Württembergische Kunstkammer; Zierstücke, Schaustücke",164
1802,"Edikt",164
3171,"Belehnung",164
5313,"Sanatorium",164
6074,"ehemalige DDR",164
7077,"Militärgeschichtliche Karte",164
7146,"Mutterhaus der Schwestern des Badischen Frauenvereins vom Roten Kreuz",164
12280,"Dresden-Altstadt",164
14315,630,164
17277,"Unterfranken",164
280,"Krankheit",163
1009,"Gesundheit, Soziales",163
2166,"Schönheitspflege",163
2247,"Baustellen",163
3625,"Güterverkauf",163
3961,"Gedenkstätte",163
5106,"Greifer",163
5877,"Puppenstube",163
11227,"Altarschrein",163
16821,"Volksschule",163
516,"Siebziger Jahre",162
1480,"Staatsstraße Nr. 83 Stuttgart - Tübingen - Rottweil - Stockach",162
3237,"комплексные функции",162
5526,"Erholungsheim",162
8570,"Spiegel",162
10761,"Windmühle",162
2031,"Regierungsgebäude",161
2461,"Klostergebäude",161
3008,"Kräuterbuch",161
7125,"Badischer Frauenverein vom Roten Kreuz; Auszeichnungen",161
8857,"Seefahrt",161
9456,"Fotoapparat",161
420,"Ostasien",160
2608,"functional analysis",160
4296,"Oberpfalz",160
9191,"Stadt Kiel",160
10617,"Stammbuch Kurfürst Friedrich IV. von der Pfalz",160
14340,"group theory",160
2385,"Geschichte 500-1500",159
2485,"Antependium",159
3265,"Vortragekreuz",159
4215,"Platte",159
4534,"Krankenhäuser; Kuranlagen; Bäder;",159
4613,"Ballettensembles",159
7622,"1. Weltkrieg",159
19558,"Ausrüstung",159
1048,"Pferd",158
3375,"Stift",158
3981,"Vorhalle",158
5911,"Grafik (Porträt)",158
6086,"Rechtsextremismus",158
6305,"Puppe",158
19065,"Paris",158
19451,"Umweltverschmutzung",158
1703,"Metallurge für Erzeugung-Stahl",157
2220,"Energieversorgung",157
2609,"функциональный анализ",157
2927,"Orden",157
3469,"Kleinstadt",157
4257,"Jesuiten",157
5046,"Geschichtswissenschaft",157
5995,"Wechselwirkung",157
6869,"Geschichte / Ethnographie / Geographie",157
7862,"Alchemie",157
8906,"Brosche",157
10141,"Süddeutscher Rundfunk (SDR)",157
11639,"Bildung",157
12729,"Strecken; Mannheim-Basel",157
2441,"Fürstentum",156
3149,"Amtsgericht",156
4407,"Handel, Gewerbe, Dienstleistung, Wohnen",156
4537,"Gefängnis",156
5479,"Württembergische Kunstkammer; Horn, Leder, Federn",156
5555,"Altarskulptur?",156
5628,"Kegelrollenlager",156
5706,"Malerei?",156
5893,"Katholische Theologie",156
5917,"Gruft",156
7985,"Kongreß",156
8279,"Modellierung",156
22828,"Türklopfer",156
208,"Behälter / Aufbewahrung",155
3214,"Füllung",155
5224,"Arbeitsmarkt",155
6721,"Dieselmotor",155
8401,"Werkzeuge",155
8628,"Stadtlandschaft",155
9112,"Bleistift, Feder, laviert",155
392,"Währungsreform",154
2824,"Internet",154
4065,"Insel",154
7304,"Halbleiter",154
11668,"Kabel",154
12768,"Bild?",154
15096,"Geschichte 1500-1800",154
1767,"Spielzeug / Spiel / Sport",153
2917,"Zeulenroda",153
3910,"Bett",153
5671,"Mappe",153
5959,"Gelegenheitsschrift:Gedenken",153
6581,"Gartenhaus",153
2788,"Galerie",152
4348,"Biosynthese",152
4749,"Freizeit / Unterhaltung / Genuß",152
8206,20E07,152
13528,"Arbeitslosigkeit",152
18468,"Briefaufstellmaschine",152
25884,"Wohnen; Wohn- und Geschäftshaus",152
223,"sonstiger Text &amp; Reisewerk",151
1125,"Rohr, Schlauchleitung",151
1856,"Lieder",151
1858,"rund",151
1900,"Persönlichkeiten",151
2713,"Rettungswesen",151
3531,"Optik",151
4611,"Kirchengeschichte",151
8149,"Portfolio-Nosko",151
12372,"Stadtansichten",151
13599,"Gagern, Heinrich Freiherr von (1799-1880)",151
478,"Mensch-Tier-Gruppe (2-figurig)",150
884,"Portfolio-Pöppelmann-Pillnitz",150
951,"Schulwandbild Biologie",150
2158,"Plastik / Skulptur",150
5964,"Denkmal, Kleindenkmal, Sakralbauten",150
6482,"Anweisbuch",150
8338,"Deutsches Filminstitut - DIF e.V., Portrait",150
9030,"Anbauküche",150
9121,"Strafrecht",150
14125,"Ehrungen",150
1783,"Wiedergutmachung",149
2173,"Musiker",149
5619,"Miniaturmalerei",149
6382,"Bauer",149
7460,"Weltkrieg; Zweiter",149
15139,"Natur: Naturschutz",149
15341,"Gynäkologie",149
581,"Glas",148
3086,"Zeitungsartikel",148
3102,"Jagdkunde",148
3453,"Oelsa",148
10738,"Sekretär",148
965,"Holzschnitt",147
4295,"Geomantie",147
4794,"Archäologische Stätte",147
5807,"Geschichte 1798-1816",147
10558,"Helm",147
3627,"Studium",146
4037,"Gartenbau",146
7840,"Geschichte 1400-1930",146
8273,"Saccharomyces cerevisiae",146
10815,"Libraries",146
16702,"Feuerschutz",146
325,"Gesellschaftskritik",145
5175,"Rundplastik (Rückseite flach)",145
7248,"Geschichte 1400-1800",145
8153,"Universität Göttingen",145
10535,"Schlösser und Palais",145
705,"ordinary differential equations",144
1877,"Großherzogliche Zeichenschule Weimar 1775-1930",144
2570,"Kupfer",144
3493,"Chorschranke",144
3645,"Universität Freiburg im Breisgau",144
7754,"Visualisierung",144
7928,"Portfolio-Rössing-Stimmung",144
7966,"Gewerkschaft: IG Metall",144
8109,"Flurförderer ohne Hubeinrichtung",144
618,"Küche",143
2004,"Viehrechnung",143
2238,"Psychoanalyse",143
2706,"Oberämter",143
3009,"Klassizismus",143
3134,"Pfalz",143
3287,"Modenschauen",143
4142,"Begriff",143
4828,"Sicherungstechnik",143
6449,"Krater",143
7598,"Obelisk",143
8554,"Limpert, Emy",143
13494,"Fußbodenmosaik",143
19832,"Badischer Frauenverein vom Roten Kreuz; Finanzen",143
20951,"Hill, Friedrich Jakob (1758-1846)",143
4459,"Schmidt, Johann Friedrich (1894-1965)",142
4893,"Softwareentwicklung",142
8205,"20F05",142
2064,"Presse",141
2892,"Hospital",141
3208,"Marine",141
3260,"Silber",141
4300,"Aufriß",141
5071,"Ärzte",141
6385,"Vorzeichnung",141
6833,"Historienmalerei",141
7358,"Universitätsbibliothek",141
10176,"Sparkasse",141
12892,"Katholizismus",141
2260,"Portfolio-Hanisch-Willy-Familie",140
3038,"Schauspieler",140
6576,"Deutsche",140
6933,"Elektromonteur",140
8045,"Inka",140
12541,"sonstige Schränke",140
13920,"Armeeoberkommando 2",140
15283,"Partsongs",140
17515,"Herme",140
2775,"Facharbeiter für Eisenbahnbautechnik",139
3524,"Lastenausgleich",139
3909,"Baugenehmigungen",139
5126,"Detailplan",139
6641,"Ordensliteratur:Jesuiten",139
498,"historisierte Initiale (9-zeilig)",138
1315,"Uhrengehäuse",138
1912,"Gebrauchsgrafik",138
2165,"Langhaus",138
4673,"Poetik",138
5234,"Erziehung",138
12328,"Ladehilfe",138
12668,"Stadtansicht",138
14539,"historisierte Initiale (7-zeilig)",138
15575,"Skulpturensammlung",138
18640,"Wahl: Landtagswahl 2001",138
979,"Triumphkreuzgruppe",137
2011,"Projekt",137
2804,46E35,137
3231,"Grabung",137
4602,"Liturgie",137
4711,"Beamter",137
8551,"Brunnenhaus",137
9028,"Tabernakel",137
9134,"Mann <Motiv>",137
10058,"Badischer Frauenverein vom Roten Kreuz; Krankenschwestern",137
12108,"Computersimulation",137
15957,"Schmiede",137
16002,"Freiheit",137
25425,"Große Heidelberger Liederhandschrift (Codex Manesse)",137
1189,"Werkstatteinrichtung",136
2037,"Großherzoglich Sächsische Kunstgewerbeschule Weimar 1907-1915",136
4551,"Siegerehrungen",136
5047,"Weltgeschichte",136
5075,"Gefälle",136
5460,"Gelegenheitsschrift:Fest",136
6717,"Staatsstraße Nr. 42 Stuttgart - Ulm",136
8667,"Staatsstraße Nr. 99 Stuttgart - Freudenstadt",136
11777,"дифференциальные уравнения в частных производных",136
12305,"Straßenbahn",136
1463,"Französisch, romanische Sprachen allgemein",135
1721,"Mythologie",135
2849,"Zeichnung (halbseitig)",135
2947,"Anatomie",135
3935,"Wasserburg",135
6363,"sonstige Regale",135
6699,"Liege",135
7973,"Wirtschaftsunternehmen: Daimler-Benz",135
9815,"Schülerarbeiten",135
13650,"Pyrit",135
24351,"Schmuck für Körper und Kleidung (Frauenkleidung)",135
1003,"Schifffahrt",134
3754,"Gaststätten und Hotels",134
7139,"Badischer Frauenverein vom Roten Kreuz; Zweigvereine",134
7505,"Swahili",134
10122,"Eisen",134
11400,"Textseite",134
16566,"Frau <Motiv>",134
21684,"Integration",134
23394,"Abtei",134
286,"Meldewesen",133
340,"Württembergische Kunstkammer; Kristall",133
847,"Escherichia coli",133
1436,"Auto",133
3164,"Terrorismus",133
3390,"Requisitionen",133
3452,"Steinbruch",133
4042,"Gleisverlegemaschine",133
4481,"Portfolio-Pöppelmann-Moritzburg",133
4550,"Wohnturm",133
5433,"Meer",133
5856,"Gelegenheitsschrift:Jubiläum",133
5988,"Monte-Carlo-Simulation",133
7361,"Kleidung",133
8893,"Sexualität",133
9365,"Kindergärten",133
9757,"Bregtalbahn",133
14350,"sh85145155",133
