"timeId","keywordId","count"
10,1470,318
10,320,311
10,949,308
10,4104,302
10,1460,300
10,126,296
10,18,296
10,1620,295
10,253,290
10,314,288
10,761,285
10,830,281
10,1277,270
10,1212,264
10,2107,261
11,4,133069
11,11,90274
11,17,19925
11,72,17353
11,2,15929
11,1,15107
11,9,12494
11,155,12098
11,192,7310
11,38,5929
11,10,5827
11,166,4794
11,146,3775
11,66,3235
11,328,3014
11,450,2636
11,24,2556
11,386,2511
11,77,2139
11,82,2133
11,102,2011
11,133,1873
11,132,1810
11,31,1691
11,60,1664
11,380,1487
11,30,1398
11,45,1396
11,21,1359
11,605,1240
11,204,1193
11,157,1038
11,283,1015
11,40,1010
11,27,973
11,28,914
11,480,821
11,635,804
11,51,722
11,414,690
11,15,678
11,415,670
11,198,664
11,236,653
11,2794,653
11,50,648
11,115,627
11,925,579
11,1039,542
11,980,516
11,52,507
11,6,494
11,1167,437
11,315,409
11,2858,406
11,424,405
11,1283,395
11,1022,393
11,1909,346
11,1736,332
11,1249,316
11,3168,313
11,967,311
11,1124,287
11,323,287
11,377,259
11,36,258
11,4359,256
11,1368,253
11,2278,251
11,447,237
11,23,237
11,287,231
11,1083,229
11,145,224
11,3434,216
11,5548,198
11,178,182
11,1140,180
11,184,178
11,179,174
11,111,173
11,311,171
11,186,169
11,151,169
11,2749,162
11,322,154
11,296,150
11,1028,145
11,1377,144
11,2167,142
11,606,141
11,1728,140
11,199,135
11,1987,134
11,733,127
11,126,119
11,1550,117
11,16,111
11,36398,108
12,30,49133
12,14,42985
12,21,36331
12,10,28654
12,4,28434
12,66,17887
12,94,15820
12,93,12585
12,95,12247
12,6,10352
12,15,8885
12,179,8623
12,74,8095
12,36,6131
12,24,5866
12,82,5283
12,51,5083
12,1,5013
12,27,4584
12,50,4296
12,201,4295
12,391,4069
12,23,3826
12,16,3751
12,132,3613
12,1029,3240
12,2,2933
12,28,2854
12,111,2845
12,58,2506
12,691,2273
12,186,2185
12,858,2030
12,12,2010
12,145,1978
12,172,1952
12,441,1830
12,440,1829
12,439,1829
12,110,1800
12,455,1786
12,184,1780
12,72,1759
12,1044,1752
12,761,1740
12,239,1709
12,34,1709
12,738,1661
12,859,1651
12,188,1500
12,157,1493
12,126,1437
12,568,1410
12,73,1314
12,33,1293
12,105,1288
12,1740,1279
12,187,1217
12,1012,1183
12,949,1178
12,52,1176
12,61,1160
12,153,1153
12,327,1150
12,806,1135
12,185,1135
12,3133,973
12,267,954
12,178,942
12,2022,933
12,1540,929
12,1046,919
12,9,901
12,116,896
12,170,895
12,1545,894
12,112,889
12,586,888
12,974,879
12,870,834
12,587,804
12,1283,776
12,585,770
12,2716,748
12,2063,746
12,22,746
12,1824,740
12,530,731
12,413,676
12,1123,674
12,622,673
12,107,654
12,5240,643
12,1528,635
12,475,634
12,268,632
12,529,630
12,169,621
12,830,617
12,1277,616
13,30,22363
13,14,14300
13,4,11532
13,10,11471
13,21,10623
13,66,7061
13,179,4010
13,6,3460
13,36,3428
13,82,2677
13,15,2435
13,24,2260
13,201,2251
13,74,1927
13,51,1921
13,27,1859
13,391,1538
13,50,1474
13,58,1442
13,186,1393
13,691,1142
13,12,1141
13,1,1138
13,72,1112
13,94,1052
13,16,1034
13,23,1027
13,184,1022
13,157,954
13,9,901
13,93,885
13,95,866
13,28,866
13,2,849
13,105,824
13,859,822
13,132,809
13,187,792
13,1044,734
13,568,716
13,172,683
13,188,649
13,806,646
13,3133,623
13,185,598
13,441,598
13,439,597
13,440,597
13,1740,592
13,327,579
13,239,566
13,22,527
13,761,525
13,2022,525
13,33,515
13,178,509
13,830,495
13,111,487
13,1046,486
13,738,468
13,530,457
13,1029,456
13,962,455
13,974,433
13,949,412
13,126,401
13,73,394
13,267,383
13,2716,375
13,1567,372
13,7674,370
13,529,367
13,170,361
13,288,329
13,61,328
13,263,325
13,145,316
13,264,312
13,1545,307
13,2397,301
13,1283,300
13,262,297
13,1226,289
13,870,288
13,586,286
13,2063,284
13,1528,283
13,107,282
13,2185,281
13,153,281
13,1173,271
13,9660,249
13,106,241
13,5240,238
13,169,237
13,413,235
13,1174,233
13,52,231
13,1012,228
13,1540,228
14,21,141554
14,25,71281
14,4,64888
14,2,56724
14,1,49907
14,22,39683
14,62,23655
14,166,14864
14,235,10989
14,115,8694
14,320,8324
14,215,7192
14,253,7180
14,31,6556
14,263,5595
14,522,5542
14,271,4954
14,178,4106
14,1673,4006
14,363,3391
14,168,2910
14,262,2762
14,1004,2759
14,152,2631
14,18,2534
14,315,2502
14,427,2244
14,118,2032
14,511,2000
14,314,1944
14,39,1933
14,499,1917
14,1542,1820
14,3537,1747
14,676,1614
14,12,1489
14,930,1440
14,1359,1436
14,1018,1403
14,447,1388
14,179,1367
14,72,1328
14,566,1297
14,26,1292
14,319,1198
14,632,1158
14,246,1132
14,196,1111
14,1529,1084
14,10,1039
14,2048,1012
14,5776,939
14,3620,902
14,1615,893
14,132,886
14,1771,884
14,886,873
14,50,863
14,51,809
14,184,803
14,2320,768
14,2074,761
14,3125,749
14,313,742
14,52,739
14,1814,722
14,135,715
14,82,715
14,780,702
14,1581,689
14,454,674
14,2703,670
14,355,654
14,2058,646
14,1482,643
14,2483,636
14,2604,628
14,1377,624
14,421,613
14,6418,606
14,2355,600
14,3120,598
14,2981,581
14,1630,576
14,465,565
14,500,561
14,383,555
14,24,531
14,2651,530
14,977,522
14,936,520
14,1454,514
14,8269,491
14,2218,486
14,2465,484
14,501,483
14,1212,478
14,530,477
14,4685,472
14,2190,471
15,4,255404
15,11,152512
15,1,74241
15,2,73130
15,72,29332
15,155,19952
15,17,18451
15,9,17896
15,192,12122
15,133,11773
15,146,11179
15,38,11155
15,10,9541
15,328,6525
15,77,5666
15,166,5112
15,102,4891
15,66,4813
15,523,4557
15,45,4382
15,60,4243
15,3,3972
15,24,3924
15,386,3742
15,204,3167
15,82,3159
15,380,2991
15,283,2548
15,450,2485
15,132,2419
15,583,2375
15,157,1990
15,40,1974
15,1167,1862
15,27,1736
15,230,1721
15,28,1696
15,599,1607
15,19,1560
15,480,1479
15,605,1443
15,311,1419
15,323,1381
15,1377,1282
15,37,1204
15,236,1146
15,15,1116
15,30,1101
15,1909,1070
15,199,1065
15,198,1060
15,1039,1008
15,51,1003
15,2354,979
15,115,975
15,719,966
15,46,903
15,1140,888
15,575,879
15,50,846
15,1601,834
15,651,797
15,315,734
15,1283,656
15,6,636
15,385,633
15,1621,619
15,2794,598
15,4359,597
15,424,588
15,52,579
15,31,532
15,21,527
15,1290,496
15,831,462
15,2013,418
15,36,417
15,2550,412
15,3873,411
15,184,409
15,765,389
15,1915,387
15,1368,381
15,1201,379
15,1736,378
15,1028,373
15,4225,373
15,4786,367
15,1143,362
15,3168,354
15,497,349
15,377,332
15,570,329
15,23,324
15,5674,315
15,1236,312
15,414,308
15,6371,286
15,4659,279
15,6595,275
16,4,96892
16,11,33048
16,2,23525
16,1,16141
16,17,11098
16,52,8228
16,72,5864
16,166,5397
16,635,3774
16,155,3759
16,10,3272
16,9,3177
16,21,2750
16,90,2673
16,82,2514
16,91,2450
16,24,2446
16,192,2329
16,66,2326
16,132,2096
16,31,1684
16,27,1066
16,450,972
16,1053,903
16,467,840
16,980,804
16,2794,795
16,925,774
16,15,723
16,146,711
16,605,700
16,328,672
16,386,641
16,77,602
16,28,596
16,6,585
16,30,578
16,1022,576
16,157,576
16,38,559
16,480,552
16,50,538
16,45,530
16,51,502
16,415,480
16,92,476
16,287,433
16,3168,430
16,1017,406
16,178,402
16,1868,372
16,236,357
16,133,339
16,115,336
16,2666,330
16,4688,317
16,3342,317
16,1736,307
16,4004,307
16,198,283
16,447,278
16,2167,274
16,2321,269
16,195,265
16,44,264
16,36,262
16,794,259
16,204,246
16,145,240
16,23,236
16,377,234
16,2561,229
16,4078,229
16,967,224
16,111,224
16,756,221
16,2889,218
16,10754,205
16,283,201
16,288,196
16,2221,195
16,5712,189
16,5548,186
16,179,184
16,211,183
16,3450,181
16,184,181
16,186,180
16,1961,176
16,10037,174
16,1728,174
16,322,173
16,126,170
16,575,170
16,11930,166
16,2489,165
16,2567,163
16,1544,161
16,1222,158
16,1703,157
17,4,61287
17,2,14389
17,1,12555
17,11,8409
17,91,7964
17,21,5265
17,90,5160
17,17,4600
17,635,3385
17,31,3295
17,60,3272
17,166,2903
17,82,2671
17,10,2493
17,24,2262
17,132,2150
17,52,1671
17,66,1594
17,414,1292
17,46,1270
17,155,1233
17,72,1131
17,251,1101
17,250,1101
17,178,958
17,415,896
17,92,796
17,28,793
17,931,739
17,126,628
17,15,617
17,44,590
17,377,584
17,50,541
17,204,540
17,575,513
17,322,461
17,756,459
17,9,454
17,27,450
17,157,449
17,3982,447
17,3105,444
17,2867,429
17,3450,426
17,523,422
17,967,420
17,6,410
17,145,397
17,36,376
17,30,369
17,51,365
17,1736,358
17,447,357
17,1013,350
17,1222,331
17,287,320
17,23,269
17,2491,268
17,3730,266
17,1956,265
17,2567,254
17,1814,253
17,236,247
17,184,243
17,925,228
17,179,219
17,111,215
17,2093,215
17,186,214
17,4911,213
17,5017,205
17,3451,200
17,5548,192
17,1076,181
17,1482,177
17,2503,174
17,1206,170
17,45,166
17,1046,164
17,1368,164
17,7905,163
17,2489,162
17,33,162
17,127,161
17,109,151
17,985,147
17,1017,144
17,9030,143
17,2794,141
17,3430,135
17,6699,132
17,115,132
17,248,127
17,3917,121
17,363,121
17,5097,117
17,6908,116
17,2221,116
17,16,116
18,4,35101
18,21,17437
18,2,15284
18,31,14777
18,1,7852
18,10,3948
18,166,3726
18,60,2143
18,178,2027
18,66,1964
18,22,1527
18,24,1348
18,82,1158
18,320,1098
18,36,1020
18,18,908
18,447,887
18,522,845
18,215,822
18,132,814
18,2794,807
18,46,752
18,52,686
18,1814,624
18,126,613
18,235,573
18,315,542
18,157,540
18,314,531
18,184,524
18,499,478
18,1482,433
18,263,422
18,363,420
18,50,409
18,115,386
18,72,372
18,238,371
18,152,371
18,168,365
18,508,359
18,509,355
18,28,353
18,2167,349
18,15,346
18,421,345
18,2651,336
18,859,323
18,27,323
18,3168,319
18,1046,311
18,51,310
18,30,304
18,236,303
18,253,298
18,11,293
18,2355,280
18,1368,278
18,500,275
18,7869,271
18,327,265
18,427,250
18,6945,223
18,501,221
18,985,219
18,179,212
18,1226,206
18,186,200
18,2726,198
18,262,196
18,780,196
18,196,195
18,575,190
18,145,188
18,6,186
18,4307,181
18,3773,179
18,39,170
18,1771,169
18,1942,168
18,749,167
18,4093,166
18,4795,166
18,2190,163
18,1736,161
18,111,157
18,6074,150
18,479,148
18,5548,147
18,248,142
18,45,140
18,415,138
18,1542,138
18,1377,136
18,3037,135
18,3824,134
18,3571,133
18,977,133
18,5549,131
18,2867,129
19,14,23803
19,4,19415
19,74,14659
19,10,14461
19,30,11968
19,51,9254
19,50,8256
19,66,7520
19,52,6916
19,6,6211
19,24,5411
19,15,4504
19,23,4009
19,510,3792
19,956,2902
19,82,2797
19,94,2771
19,93,2438
19,132,2251
19,1,2247
19,95,2237
19,36,2152
19,34,1682
19,1202,1581
19,156,1568
19,179,1560
19,61,1549
19,27,1549
19,16,1458
19,21,1388
19,568,1236
19,73,1160
19,738,1155
19,111,1128
19,28,1011
19,1277,1005
19,761,989
19,524,980
19,126,980
19,3160,952
19,9,903
19,172,894
19,33,891
19,1029,861
19,157,838
19,391,824
19,2,799
19,1353,737
19,949,726
19,455,660
19,1220,651
19,112,606
19,446,573
19,116,535
19,859,526
19,1540,520
19,1012,517
19,2928,500
19,145,498
19,153,498
19,173,493
19,110,451
19,327,440
19,105,432
19,167,421
19,362,412
19,1907,408
19,201,407
19,587,403
19,85,401
19,178,399
19,379,394
19,239,390
19,985,365
19,437,362
19,191,353
19,2145,345
19,1539,330
19,1582,328
19,165,328
19,475,322
19,320,318
19,1583,315
19,413,296
19,992,295
19,1145,295
19,622,292
19,296,289
19,58,277
19,2142,258
19,3944,248
19,377,248
19,4254,244
19,1934,242
19,1283,242
19,17743,238
19,1393,238
19,107,237
19,376,234
19,1911,229
20,4,11347
20,14,8568
20,74,8087
20,10,7791
20,66,4757
20,51,4167
20,30,3563
20,6,3504
20,50,3426
20,24,3341
20,52,2949
20,15,2492
20,23,2359
20,510,1610
20,1,1294
20,36,1292
20,132,1113
20,956,999
20,27,933
20,9,900
20,73,840
20,568,783
20,111,727
20,179,723
20,16,710
20,21,696
20,157,666
20,761,634
20,61,633
20,82,610
20,95,607
20,738,558
20,1202,555
20,94,550
20,524,532
20,172,529
20,28,507
20,126,497
20,949,436
20,156,424
20,2,410
20,1907,407
20,1012,405
20,1353,387
20,116,358
20,93,356
20,85,352
20,391,327
20,110,325
20,1277,316
20,173,310
20,145,309
20,34,302
20,33,294
20,3160,287
20,327,282
20,362,270
20,153,265
20,105,258
20,1220,248
20,1540,243
20,201,238
20,437,238
20,167,227
20,2928,227
20,84,217
20,1029,208
20,379,206
20,4254,205
20,178,191
20,112,187
20,587,186
20,446,186
20,191,177
20,883,176
20,165,171
20,296,171
20,377,164
20,2142,163
20,376,159
20,622,159
20,1393,156
20,851,153
20,239,152
20,2123,149
20,828,148
20,1539,146
20,413,144
20,992,143
20,372,138
20,700,138
20,1911,138
20,859,128
20,2145,127
20,2093,127
20,926,126
20,455,126
20,4420,126
20,3337,125
20,2324,123
21,74,34818
21,10,8805
21,4,8361
21,15,6298
21,85,5938
21,66,4468
21,111,3571
21,23,3122
21,16,3007
21,145,2406
21,95,2235
21,24,2169
21,6,2163
21,401,2086
21,738,1828
21,27,1651
21,224,1445
21,73,1432
21,1175,1310
21,112,1306
21,110,1258
21,94,1216
21,153,1214
21,126,1170
21,21,1165
21,1,1122
21,84,1101
21,132,1044
21,28,1035
21,9,899
21,1566,848
21,51,843
21,116,811
21,828,792
21,949,745
21,432,709
21,372,694
21,191,689
21,172,688
21,14,665
21,3224,634
21,700,598
21,587,556
21,718,543
21,30,542
21,378,537
21,858,536
21,568,524
21,361,522
21,82,497
21,1540,482
21,827,466
21,50,450
21,268,405
21,36,400
21,761,398
21,402,371
21,2093,366
21,93,362
21,2,354
21,178,338
21,883,316
21,356,315
21,3806,311
21,413,307
21,758,306
21,2143,296
21,622,275
21,2870,274
21,437,271
21,3103,268
21,778,256
21,850,254
21,167,242
21,1831,240
21,649,240
21,362,230
21,992,229
21,8284,218
21,1672,216
21,561,210
21,2123,193
21,1036,191
21,6718,189
21,173,189
21,487,188
21,5231,188
21,86,188
21,1296,187
21,871,186
21,194,185
21,1901,182
21,571,175
21,5890,169
21,1522,169
21,239,162
21,157,155
21,373,152
21,223,151
21,181,150
22,74,21330
22,10,6542
