timeId,name,affiliateId,count
12,"Wieland, Christoph Martin (1733-1813)",1800,549
12,"Knöffel, Johann Christoph",10237,547
12,"Alberti, Michael (1682-1757)",1641,546
12,"Molter, Johann Melchior (1696 - 1765)",1128,543
12,o.V.,1499,540
12,"Ludewig, Johann Peter von (1668-1743)",18879,540
12,"Fürstenhoff, Johann Georg Maximilian von",4687,535
12,"Württemberg, Karl Eugen; Herzog, 1728-1793",10446,524
13,Deutsche Forschungsgemeinschaft,13,1910
13,"Großherzogliches Justizdepartement, Lehenhof",351,1846
13,Limpurg-Gaildorfer Erbschenkenarchiv,162,1698
13,"Schumacher, Klaus-Dieter (Fotograf)",32,1324
13,Th. u. T. Oberamt Scheer,300,1149
13,vö. Regierung und Kammer,4627,1137
13,Dieterich,5662,1048
13,Regierung,442,1006
13,Landgrafschaft Klettgau,1131,830
13,v.ö. Regierung und Kammer Freiburg,26,772
13,Varia Grafschaft Wertheim,1988,646
13,Scharfeneck,3072,643
13,Reichsabtei Obermarchtal,1527,625
13,Rieger,427,582
13,Limpurg-Gaildorfisches Erbschenkenarchiv,1788,579
13,Leopold Adler,7885,571
13,Weygand,1614,567
13,-Rentkammer-,6485,560
13,Bayerisches Nationalmuseum (München),917,558
13,Bohn,4142,530
13,Schmieder,1799,526
13,Wolff,958,517
13,Kloster Bronnbach,2340,517
13,Crusius,164,509
13,"Karl Theodor <Pfalz, Kurfürst> (1724-1799)",17172,508
13,Decker,1768,507
13,Herrschaft Trochtelfingen,5895,497
13,Hofkammer,6441,497
13,Voltaire (1694-1778),1477,483
13,Nicolai,3029,483
13,Moutard,18070,481
13,Göschen,5118,469
13,"Wieland, Christoph Martin (1733-1813)",1800,443
13,Weidmann,7693,418
13,Gesamtarchiv der Schenken von Stauffenberg,5311,417
13,Universitätsmuseum für Kunst und Kulturgeschichte (Marburg),1416,402
13,Domänenkanzlei,131,395
13,"Maulbertsch, Franz Anton",2449,394
13,Korn,15084,394
13,"Jussow, Heinrich Christoph",2451,387
13,Amt Habitzheim,1906,379
13,Ettinger,1160,374
13,Gebauer,6354,373
13,"Aster, Friedrich Ludwig",23937,373
13,"Alembert, Jean Le Rond d' (1717-1783)",2837,367
13,"Dieterich,",19296,350
13,Walther,556,348
13,Meyer,882,341
13,(Gefürstete) Grafschaft Sigmaringen bzw. Fürstentum Hohenzollern-Sigmaringen,2515,338
13,Graphische Sammlung (Kassel),2935,333
13,"Lüttig, Matthias (Fotograf)",56,333
13,Trattner,3862,331
13,Hoffmann,5946,321
13,"Friedrich <II., Preußen, König> (1712-1786)",7939,316
13,Doll,5159,313
13,Oskar Netoliczka,1727,308
13,Müller,914,299
13,Keyser,9696,297
13,"Heyne, Christian Gottlob (1729-1812)",9388,291
13,Traßler),9386,288
13,Stettin,3785,286
13,"Württemberg, Karl Eugen; Herzog, 1728-1793",10446,286
13,Breitkopf,6478,281
13,Cotta,301,278
13,Panckoucke [u.a.],2836,277
13,"Vicq-d'Azur, Félix (1748-1794)",2838,274
13,Frankreich / Assemblée Nationale Constituante (1789 - 1791),18449,273
13,Schwickert,10585,269
13,Rentkammer,5473,269
13,"Meusel, Johann Georg (1743-1820)",9301,265
13,Th. u. T. Reg. Reg'bg,14658,265
13,"Hölderlin, Friedrich (1770 - 1843)",17063,256
13,Hermann,2109,253
13,Friedberg-Scheer,1318,252
13,Unger,6619,250
13,Lentner,5794,250
13,Fleischer,3716,247
13,Pauli,1242,242
13,Nyon,4237,242
13,Buisson,6046,240
13,"Maria <I., Portugal, Königin> (1734-1816)",10435,239
13,Didot,1476,237
13,Palm,6332,237
13,Dyk,1665,232
13,Hartknoch,2991,231
13,Deutschordensherrschaft Hohenfels,521,231
13,Weidmann und Reich,9959,230
13,"Bergl, Johann Baptist Wenzel",4667,224
13,von Hinckeldey,9897,222
13,Maurer,18330,219
13,"Mirabeau, Honoré-Gabriel de Riquetti de (1749-1791)",20329,215
13,"Rousseau, Jean-Jacques (1712-1778)",1349,214
13,Baudouin,11952,213
13,VÖ Regierung und Kammer in Freiburg,1353,212
13,Herrschaft Schemmerberg des Kl. Salem,335,211
13,(Gefürstete) Grafschaft Zollern bzw. Fürstentum Hohenzollern-Hechingen,9071,211
13,"Guthrie, William (1708-1770)",8400,210
13,"Gray, John (1724-1811)",9387,207
13,"Cicero, Marcus Tullius (v106-v43)",276,204
13,Fritsch,5292,203
14,"Otto, Gerhard (Fotograf)",75,23710
14,"Gerig, Uwe (Fotograf)",161,22851
14,"Bibliothek der Universität Konstanz,",448,5472
14,"Richter, Regine (Fotograf)",61,4411
14,"Schumacher, Klaus-Dieter (Fotograf)",32,4191
14,"ZDV Universität Tübingen,",1110,3268
14,"Ahlers, Henrik (Fotograf)",119,2315
14,"Universitätsbibliothek der Universität Heidelberg,",70,2202
14,Medizinische Fakultät Charité - Universitätsmedizin Berlin,629,1742
14,"Rous, André (Fotograf)",2,1316
14,IZA,5810,1245
14,Universitätsbibliothek der Universität Stuttgart,3100,1161
14,[Internat. Begegnungs- und Forschungszentrum für Informatik],2026,1137
14,Freie Universität Berlin,4321,1110
14,Forschungsinst. zur Zukunft der Arbeit,1483,1101
14,Forschungsinstitut zur Zukunft der Arbeit GmbH,3305,959
14,Universitätsbibliothek Kiel,1285,813
14,"Bregulla, Siegfried (Fotograf)",797,770
14,"ZEW,",8875,680
14,Promultis-Verlag,10830,680
14,"Nosko, Eugen",3967,670
14,Fink,2862,668
14,SLUB/DF-Digitalisierung (Fotograf),586,655
14,"Zehetbauer, Johann Paul",10831,647
14,"Nessler, Walter",57,606
14,VVB Laufersweiler,6062,599
14,Deutsches Volksliedarchiv,1732,538
14,"Deutsches Volksliedarchiv &lt;Freiburg, Breisgau&gt;",1733,538
14,Marlis Decker,364,487
14,Universitäts- und Landesbibliothek Sachsen-Anhalt,1205,474
14,"Universität Tübingen,",24561,451
14,"SLUB Dresden, Allgemein",26161,407
14,Forschungszentrum Karlsruhe,10354,401
14,"Fink,",6984,387
14,"Sørensen, Inger (Fotograf)",410,385
14,Schöningh,10470,385
14,Vandenhoeck & Ruprecht,381,363
14,Werkstatt Diebold Lauber,37208,358
14,"Müther, Herbert (1949-)",29111,335
14,Univ.-Verl. Karlsruhe,9213,329
14,Unbekannter Fotograf (Fotograf),585,313
14,"Ortner, Manfred",13763,305
14,"Ortner, Laurids",13762,303
14,Frisörmuseum,4314,288
14,Deutsches Institut für Erwachsenenbildung,3538,288
14,"Oettinger, Günther H.; Politiker (CDU), 1953-",689,287
14,"Univ. Mannheim, Sonderforschungsbereich 504,",11511,287
14,DIE,21070,284
14,"Universität Mannheim / ZEW,",12886,276
14,"Universitätsbibliothek der Universität Stuttgart,",5853,271
14,"Höhne, Erich (Fotograf)",4,269
14,"Pohl, Erich (Fotograf)",5,269
14,Universitätsbibliothek der Technischen Universität Hamburg-Harburg,10276,268
14,KIT-Bibliothek,226,257
14,[Univ.-Bibliothek],16020,256
14,"Teufel, Erwin; Politiker, Ministerpräsident von Baden-Württemberg, 1939-",691,254
14,FZKA,40311,253
14,Universität Ulm. Fakultät für Ingenieurwissenschaften und Informatik,3454,240
14,"Universitätsbibliothek Tübingen,",14362,240
14,"Kleiner, Reinhold (1962-)",12688,225
14,"Redtel <Rettel>, David <I>",16428,200
14,Bibliothek der Tierärztlichen Hochschule Hannover,1084,199
14,Niedersächsische Staats- und Universitätsbibliothek Göttingen,179,196
14,Hans-Böckler-Stiftung,11382,196
14,"Hauck, Peter (1951-)",21949,193
14,"Schöningh,",11930,190
14,Deutsche Zentralbibliothek für Medizin,6160,188
14,"Vandenhoeck & Ruprecht,",4660,187
14,"Drexler, Wolfgang; Politiker (SPD)",3569,185
14,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,6655,184
14,"Universitätsbibliothek der Universität Mannheim,",29931,184
14,BIBB,41150,184
14,"UNU World Inst. for Development Economics Research (UNU/WIDER),",23103,182
14,"Vogt, Ute; Politikerin (SPD)",63641,182
14,Univ.-Verl. Göttingen,20318,179
14,Bayern / Landesamt für Umwelt,13437,179
14,Rheinisch-Westfälisches Institut für Wirtschaftsforschung,2119,179
14,"Effenberger, Franz",51345,178
14,Universität Ulm. Fakultät für Naturwissenschaften,20266,177
14,"Fraunhofer-Institut für Techno- und Wirtschaftsmathematik, Fraunhofer (ITWM)",13293,173
14,"Pertschi, Ottmar",7616,171
14,"Wharam, David",29112,171
14,Bayern / Landesamt für Statistik und Datenverarbeitung,388,169
14,Landesamt,387,168
14,Unbekannt (Fotograf),12599,168
14,Universitätsbibliothek Technische Universität Dortmund,13368,165
14,"Klemperer, Victor",28841,162
14,Institut für Makroökonomie und Konjunkturforschung (IMK),20160,161
14,"Technische Universität Kaiserslautern, Fachbereich Mathematik",13118,161
14,Universitäts- und Stadtbibliothek Köln,210,159
14,"Menzel, Wolfgang",4941,159
14,Bayerische Gartenakademie,35266,159
14,Univ.-Bibliothek Frankfurt am Main,30557,157
14,Zentrale Hochschulbibliothek Lübeck,1827,157
14,Bayerische Gartenakad.,35265,156
14,"Keim, Daniel",37719,156
14,RWI,16694,155
14,[Niedersächs. Staats- und Univ.-Bibliothek] [Vertrieb],20319,155
14,"Meyer, Axel (1960-)",23615,155
14,Universität Ulm. Medizinische Fakultät,10216,154
15,"Höhne, Erich (Fotograf)",4,152099
15,"Pohl, Erich (Fotograf)",5,152068
15,"Rössing, Roger (Fotograf)",200,31806
15,"Rössing, Renate (Fotograf)",201,31803
15,Willy Pragher,27,20316
15,"Pisarek, Abraham (Fotograf)",1,19522
15,"Jäckel, Hildegard (Fotograf)",447,7691
15,"Eschen, Fritz (Fotograf)",188,5045
15,"Peter, Richard jun. (Fotograf)",2297,4290
15,Bundesbahndirektion Karlsruhe,205,3450
15,Landratsamt Buchen,29,2810
15,Saarländisches Schulmuseum Ottweiler,835,1657
15,Regierungspräsidium Karlsruhe,46,1476
15,Finanzministerium Württemberg-Hohenzollern,268,1266
15,"Peter, Richard sen. (Fotograf)",407,1166
15,Technoseum,755,1136
15,Staatskanzlei Württemberg-Hohenzollern,3537,1085
15,Regierungspräsidum Karlsruhe,710,1082
15,Finanzministerium Freiburg,500,1062
15,"Aufsberg, Lala (Fotograf)",537,1013
15,Frisörmuseum,4314,950
15,Präsidialabteilung,3553,812
15,"Filmnegative, Ordner 144 Schwarzwald Winter I+II",1223,773
15,"Filmnegative, Ordner 583 Donaueschinger Musiktage",491,753
15,Wasserwirtschaftsamt Buchen,853,724
15,"Filmnegative, Ordner 150 (Freiburg alt)",8415,679
15,"Filmnegative, Ordner 145 Lahr",6427,659
15,"Heyde, Gerhard (Fotograf)",1072,621
15,"Heidersberger, Heinrich (Fotograf)",4181,593
15,"Filmnegative, Ordner 0031 Berlin 1955",2039,577
15,"Filmnegative, Ordner 984 Brauchtum",15063,574
15,"Filmnegative, Ordner 149 Glottertal",4637,566
15,Forstdirektion Nordbaden,7026,565
15,Forstamt Buchen,898,557
15,"Filmnegative, Ordner 126 Nordbaden",621,533
15,"Filmnegative, Ordner 95 Bodensee",589,522
15,"Dix, Otto",5055,522
15,Heimat- und Handwerksmuseum Wahlstedt,1147,518
15,"Filmnegative, Ordner 892 Nobelpreisträger",1185,490
15,"Filmnegative, Ordner 895 500 Jahre Universität",11119,488
15,"Filmnegative, Ordner 140 Freudenstadt",751,487
15,"Filmnegative, Ordner 1410 Theater",5472,483
15,Regierungspräsidium Freiburg,10188,471
15,"Filmnegative, Ordner 0736 Bundesregierung",5176,470
15,"Filmnegative, Ordner 142 (Schwarzwald)",321,458
15,"Filmnegative, Ordner 125 Württemberg",791,456
15,"Filmnegative, Ordner 148 Baar",1672,454
15,Landratsamt Hechingen,2261,453
15,"Filmnegative, Ordner 510 Autobahnbau",1127,452
15,Der Präsident des Landesbezirks Baden,5065,447
15,"Filmnegative, Ordner 896 Amerikahaus",7998,445
15,"Höhne, Erich/Pohl, Erich (Fotograf)",2091,444
15,"Filmnegative, Ordner 912 Neusiedler",9666,443
15,"Filmnegative, Ordner 151 (Freiburg 1956)",1282,442
15,"Filmnegative, Ordner 147 Kaiserstuhl",2757,437
15,Unbekannter Fotograf (Fotograf),585,435
15,Oberfinanzdirektion Tübingen,693,424
15,"Filmnegative, Ordner 737 Landesregierung",8633,424
15,"Filmnegative, Ordner 507 Autosport",1945,422
15,Landratsamt Mosbach,8518,418
15,"Filmnegative, Ordner 119 Badenweiler",1682,404
15,"Möbius, Walter (Fotograf)",2833,398
15,"Filmnegative, Ordner 143 Schwarzwald1",19681,397
15,Domänenkanzlei,131,396
15,"Filmnegative, Ordner 491 Deutsche Bundesbahn",368,396
15,"Filmnegative, Ordner 1884 Bauen Freiburg",5991,394
15,"Richter, Hans Theo",7566,386
15,Landesamt für Soforthilfe,730,378
15,Forstamt Mosbach,1446,369
15,Forum für Nachlässe von Künstlerinnen und Künstlern e.V.,2214,368
15,"Hanisch, Günther (Fotograf)",2419,354
15,"Filmnegative, Ordner 1039 Sport",309,343
15,"Filmnegative, Ordner 1885 Uni_Freiburg",310,336
15,"Filmnegative, Ordner 1038 Wintersport",12034,336
15,"Filmnegative, Ordner 933 Schulen",768,335
15,Kultministerium Baden-Württemberg Hochschulreferent Freiburg,17154,324
15,Staatskommissariat für die Umsiedlung (Provenienzen Registraturbildner),12565,320
15,"Filmnegative, Ordner 153 (Ordner 153)",1968,313
15,Ministerium des Kultus und Unterrichts Freiburg,11463,311
15,KfK-Vorstand,1065,308
15,"Filmnegative, Ordner 146 Bad Krozingen",897,307
15,"Filmnegative, Ordner 121 Hochrhein",7595,303
15,"Filmnegative, Ordner 739 Internationale Begegnungen",6615,303
15,"Filmnegative, Ordner 0029 Berlin 1960",2315,272
15,Forstamt Sinsheim,8509,270
15,"Schumacher, Klaus-Dieter (Fotograf)",32,268
15,"Filmnegative, Ordner 493 Deutsche Verkehrsausstellung",6562,261
15,"Filmnegative, Ordner 474 Schluchseewerk",11395,258
15,"Arnold, Walter",3891,254
15,"Filmnegative, Ordner 950 Hebeltage und andere Feste",6399,254
15,"Filmnegative, Ordner 138 Feldberg Winter",7493,253
15,Forstamt Eberbach,5269,252
15,"Filmnegative, Ordner 122 Lörrach",4069,251
15,Alexej von Assaulenko-Kulturstiftung,715,249
15,"Assaulenko, Alexej von",716,249
15,"Filmnegative, Ordner 0735 Persönlichkeiten",770,244
15,"Filmnegative, Ordner 127 Stuttgart",2205,242
15,Bildarchiv Foto Marburg (Marburg),420,242
15,"Borchert, Christian (Fotograf)",1148,241
15,Finanzministerium,3059,231
16,"Höhne, Erich (Fotograf)",4,33207
16,Willy Pragher,27,22685
16,"Weimer, Friedrich (Fotograf)",44,8100
16,"Nosko, Eugen (Fotograf)",193,8092
16,"Borchert, Christian (Fotograf)",1148,4280
16,"Rapp, Günter (Fotograf)",525,3742
16,Bundesbahndirektion Karlsruhe,205,3416
16,"Pohl, Erich (Fotograf)",5,3007
16,Messbildstelle Dresden (Fotograf),195,2066
16,Peter Gauhe,254,1892
16,"Filmnegative, Ordner 156 Freiburg 1970",1951,1623
16,"Hildebrand, Gustav (Fotograf)",58,1462
16,Frisörmuseum,4314,1312
16,"Helbig, Konrad (Fotograf)",544,1293
16,"Rössing, Renate (Fotograf)",201,1293
16,"Rössing, Roger (Fotograf)",200,1270
16,"Filmnegative, Ordner 892 Nobelpreisträger",1185,1220
16,"Filmnegative, Ordner 1005 Katholikentag",2101,1107
16,"Filmnegative, Ordner 491 Deutsche Bundesbahn",368,1076
16,"Filmnegative, Ordner 738 Regierungspräsidium 2",514,1049
16,Landesgewerbeamt Direktion Karlsruhe,1728,1007
16,"Pisarek, Abraham (Fotograf)",1,982
16,"Filmnegative, Ordner 0741 850 Jahre Freiburg",28,849
16,"Kaspar, Siegfried",909,811
16,Deutsches Architekturmuseum (Frankfurt (Main)),5208,735
16,"Filmnegative, Ordner 981 Freiburger Fasnet 1936",7765,717
16,"Filmnegative, Ordner 745 Eingemeindungen",3507,683
16,Saarländisches Schulmuseum Ottweiler,835,673
16,"Wurst, Werner (Fotograf)",14,656
16,"Filmnegative, Ordner 142 (Schwarzwald)",321,629
16,"Filmnegative, Ordner 904 Zeitgeschehen ab 1950",7410,627
16,"Filmnegative, Ordner 749 CD",9431,613
16,Technoseum,755,596
16,"Filmnegative, Ordner 1884 Bauen Freiburg",5991,586
16,Landratsamt Buchen,29,582
16,"Filmnegative, Ordner 910 Weinbauverband",5827,556
16,"Math. Forschungsinst.,",1001,536
16,"Filmnegative, Ordner 0029 Berlin 1960",2315,510
16,"Filmnegative, Ordner 739 Internationale Begegnungen",6615,496
16,"Filmnegative, Ordner 95 Bodensee",589,488
16,"Filmnegative, Ordner 456 Luftfahrt",18453,475
16,Hochschule für Kunst und Design Halle <Burg Giebichenstein>,3431,470
16,"Filmnegative, Ordner 933 Schulen",768,461
16,"Filmnegative, Ordner 0735 Persönlichkeiten",770,452
16,"Filmnegative, Ordner 146 Bad Krozingen",897,447
16,Hochschule für Kunst und Design Halle (Burg Giebichenstein),8750,447
16,Forstdirektion Karlsruhe,2845,429
16,"Schumacher, Klaus-Dieter (Fotograf)",32,424
16,"Filmnegative, Ordner 144 Schwarzwald Winter I+II",1223,423
16,Sparkassenstiftung Schleswig-Holstein,5978,400
16,"Domarus, Ernst von",5977,399
16,VEB Möbelkombinat Wi-We-Na,20812,382
16,Forstdirektion Nordbaden,7026,374
16,"Filmnegative, Ordner 860 Militär",19063,360
16,Forstamt Buchen,898,340
16,"Filmnegative, Ordner 122 Lörrach",4069,330
16,Marlis Decker,364,317
16,Bundesinst. für Ostwiss. und Internat. Studien,4812,314
16,Unbekannt,7886,303
16,Forum für Nachlässe von Künstlerinnen und Künstlern e.V.,2214,297
16,"Filmnegative, Ordner 274 (Moldau)",3449,297
16,"Filmnegative, Ordner 125 Württemberg",791,295
16,Möbelkombinat Erfurt <MKE>,1563,294
16,Vandenhoeck & Ruprecht,381,292
16,"Filmnegative, Ordner 737 Landesregierung",8633,281
16,"Filmnegative, Ordner 149 Glottertal",4637,279
16,"Filmnegative, Ordner 145 Lahr",6427,279
16,"Filmnegative, Ordner 147 Kaiserstuhl",2757,278
16,KfK-Vorstand,1065,272
16,Kreiseinrichtungen,4062,266
16,Badischer Sportbund Nord e.V.,611,260
16,"Vandenhoeck & Ruprecht,",4660,257
16,"Filmnegative, Ordner 140 Freudenstadt",751,248
16,"Filmnegative, Ordner 756 Regierungspräsidium Freiburg 3",4435,247
16,"Peter, Richard sen. (Fotograf)",407,245
16,"Filmnegative, Ordner 886 Reportagen Freiburg",5185,243
16,"Bibliothek der Universität Konstanz,",448,240
16,"Flurbereinigungsamt Sinsheim, Außenstelle Heidelberg",39509,236
16,VEB Möbelkombinat Hellerau,2792,234
16,"Filmnegative, Ordner 278 (Dobrugea)",2955,229
16,"Filmnegative, Ordner 950 Hebeltage und andere Feste",6399,226
16,"VEB Möbelkombinat ""neuzera"" Rathenow",1769,222
16,VEB Möbelkombinat Eisenberg,14780,222
16,VEB Möbelkombinat Dresden-Hellerau,165,216
16,"Filmnegative, Ordner 154 (Freiburg 1980)",1298,214
16,Wasserwirtschaftsamt Buchen,853,212
16,"Gerig, Uwe (Fotograf)",161,209
16,"Morgenstern, Barbara (Fotograf)",671,207
16,VEB Märkische Möbelwerke Trebbin,16187,200
16,"Kultusministerium, Abt. Kunst, Ref. Denkmalpflege",2675,199
16,Forstamt Sinsheim,8509,198
16,Forstamt Mosbach,1446,198
16,"Filmnegative, Ordner 907 Paneuropa Union",16649,194
16,Forstbezirk Alpirsbach,12443,191
16,"Peter, Richard jun. (Fotograf)",2297,182
16,"Filmnegative, Ordner 119 Badenweiler",1682,178
16,"Filmnegative, Ordner 153 (Ordner 153)",1968,177
16,Bildarchiv Foto Marburg (Marburg),420,176
16,"Filmnegative, Ordner 507 Autosport",1945,173
16,"Rössler, Günter",4542,173
17,Messbildstelle Dresden (Fotograf),195,8559
17,"Höhne, Erich (Fotograf)",4,8422
17,"Weimer, Friedrich (Fotograf)",44,6848
17,Willy Pragher,27,5788
17,"Rapp, Günter (Fotograf)",525,3763
17,"Morgenstern, Klaus (Fotograf)",54,2896
17,"Morgenstern, Barbara (Fotograf)",671,2742
17,Marlis Decker,364,2702
17,"Trumpold, Heidrun (Fotograf)",4900,2446
17,"Merkler, Erich, Grosselfingen",1055,2253
17,"Borchert, Christian (Fotograf)",1148,2022
17,Bundesbahndirektion Karlsruhe,205,1747
17,VEB Möbelkombinat Dresden-Hellerau,165,1582
17,"Nosko, Eugen (Fotograf)",193,1537
17,Landesgewerbeamt Direktion Karlsruhe,1728,1293
17,Alexej von Assaulenko-Kulturstiftung,715,1287
17,"Assaulenko, Alexej von",716,1287
17,"Hildebrand, Gustav (Fotograf)",58,1281
17,"Gerig, Uwe (Fotograf)",161,1129
17,"Danigel, Gerd (Fotograf)",1956,1058
17,"Filmnegative, Ordner 892 Nobelpreisträger",1185,997
17,VEB Thüringer Möbelkombinat Suhl,6299,991
17,VEB Möbelkombinat Ribnitz-Damgarten,135,809
17,SDR 1,429,774
17,VEB Möbelkombinat Zeulenroda-Triebes (ZEUTRIE),3968,747
17,VEB Möbelkombinat Berlin (MKB),8506,732
17,"Filmnegative, Ordner 491 Deutsche Bundesbahn",368,694
17,"Bibliothek der Universität Konstanz,",448,648
17,"Pohl, Erich (Fotograf)",5,624
17,VEB Möbelkombinat Dessau,6874,590
17,VEB Möbelkombinat Berlin <MKB>,4925,546
17,"Math. Forschungsinst.,",1001,526
17,"Helbig, Konrad (Fotograf)",544,498
17,"Schumacher, Klaus-Dieter (Fotograf)",32,475
17,"Universitätsbibliothek der Universität Heidelberg,",70,469
17,Lichtbildnerei der Baubehörde,242,450
17,"Filmnegative, Ordner 0029 Berlin 1960",2315,405
17,Forum für Nachlässe von Künstlerinnen und Künstlern e.V.,2214,393
17,"Filmnegative, Ordner 1884 Bauen Freiburg",5991,369
17,"Adelmann von Adelmannsfelden, Joseph Anselm",10793,368
17,"Filmnegative, Ordner 154 (Freiburg 1980)",1298,345
17,Badischer Sportbund Nord e.V.,611,323
17,Kreiseinrichtungen,4062,318
17,VEB Möbelkombinat Zeulenroda-Triebes <ZEUTRIE>,8273,313
17,"Höhne, Erich",2092,306
17,Universitätsbibliothek,574,297
17,Vandenhoeck & Ruprecht,381,276
17,"Fessel, Michael D.",2215,269
17,"Späth, Lothar; Politiker, Ministerpräsident von Baden-Württemberg, 1937- | 11861584X",22593,263
17,SDR 2,681,255
17,"Robert Schmitt, Fotograf Staatsarchiv Darmstadt",5191,236
17,"Geisel, Alfred",8761,234
17,Frisörmuseum,4314,234
17,"Filmnegative, Ordner 0804 Ausstellungen Berlin",14710,225
17,"Rous, André (Fotograf)",2,223
17,Sagner,16167,221
17,Bundesinst. für Ostwiss. u. Internat. Studien,6782,217
17,Technoseum,755,214
17,"Vandenhoeck & Ruprecht,",4660,213
17,Hochschule für Kunst und Design Halle (Burg Giebichenstein),8750,212
17,SDR 4,780,210
17,Forstbezirk Alpirsbach,12443,202
17,VEB Märkische Möbelwerke Trebbin,16187,192
17,VEB Möbelkombinat Hellerau,2792,184
17,"Flurbereinigungsamt Sinsheim, Außenstelle Heidelberg",39509,183
17,Marils Decker,43804,180
17,VEB Metallwaren Naumburg,3033,178
17,Artothek Eckernförde,3071,174
17,"Möller, Dieter (Fotograf)",12532,174
17,"Hussel, Christian",19870,174
17,Landwirtschaftsamt Horb,9306,173
17,"Schneider, Erich; Politiker (CDU), Landtagspräsident, 1933-",26548,171
17,Forstamt Buchen,898,168
17,"Teufel, Erwin; Politiker, Ministerpräsident von Baden-Württemberg, 1939-",691,164
17,Forstdirektion Karlsruhe,2845,164
17,"Filmnegative, Ordner 95 Bodensee",589,160
17,"Filmnegative, Ordner 122 Lörrach",4069,157
17,Flurbereinigungsamt Karlsruhe,8167,156
17,Forstamt Mosbach,1446,151
17,"Vollmer, Kurt",20516,145
17,Kunsthalle zu Kiel,1756,144
17,"Eser, Albin (1935-)",2934,144
17,"Schwandner, Gerd",2470,141
17,"Schinkel, Karl Friedrich",8354,141
17,"Weng, Gerhard (Gerd); Politiker (CDU), 1916-1988",54119,139
17,"Filmnegative, Ordner 147 Kaiserstuhl",2757,138
17,Deutsches Architekturmuseum (Frankfurt (Main)),5208,136
17,"Schlauch, Rezzo; Politiker (Grüne)",2579,136
17,Universitätsmuseum für Kunst und Kulturgeschichte (Marburg),1416,135
17,"Pfister, Ernst; Politiker (FDP), 1947-",2467,134
17,"Lang, Ulrich; Politiker (SPD), 1933-",8763,133
17,Staatliches Hochbauamt (B) Baden-Baden,9163,133
17,"Enderlein, Hinrich; Politiker (FDP)",60758,132
17,"Lang, Ulrich",8762,131
17,"Sagner,",436,130
17,"Filmnegative, Ordner 0025 Berlin Ost",7542,125
17,"Haag, Friedrich",2464,124
17,"Dörr, Margarete; Historikerin, 1928-",8819,124
17,"VEB Möbelkombinat ""neuzera"" Rathenow",1769,122
17,"Pertschi, Ottmar",7616,121
18,Messbildstelle Dresden (Fotograf),195,8432
18,SDR 1,429,5828
18,"Schumacher, Klaus-Dieter (Fotograf)",32,3303
18,"Morgenstern, Klaus (Fotograf)",54,3277
18,SWR 4,2038,2198
18,Marlis Decker,364,2146
18,"Bibliothek der Universität Konstanz,",448,2035
18,"Borchert, Christian (Fotograf)",1148,1825
18,"Richter, Regine (Fotograf)",61,1398
18,Frisörmuseum,4314,1375
18,S 4,4973,1267
18,"Nessler, Walter",57,1179
18,"Universitätsbibliothek der Universität Heidelberg,",70,1077
18,"Teufel, Erwin; Politiker, Ministerpräsident von Baden-Württemberg, 1939-",691,1042
18,"Lüttig, Matthias (Fotograf)",56,996
18,SWF 1,1194,991
18,"Ahlers, Henrik (Fotograf)",119,845
18,"Otto, Gerhard (Fotograf)",75,782
18,"Bregulla, Siegfried (Fotograf)",797,711
18,"Reinecke, Hans (Fotograf)",11,708
18,Südwest 3,6011,640
18,"Kunert, Dietrich (Fotograf)",136,624
18,"Hildebrand, Gustav (Fotograf)",58,590
18,"Krause, Siegfried (Fotograf)",1434,585
18,"Oettinger, Günther H.; Politiker (CDU), 1953-",689,565
18,Fink,2862,473
18,"Maurer, Ulrich; Politiker (SPD/Linke)",688,465
18,"Technische Universität Kaiserslautern, Fachbereich Informatik",7943,425
18,Bundesbahndirektion Karlsruhe,205,409
18,Vandenhoeck & Ruprecht,381,371
18,"Spöri, Dieter; Politiker (SPD)",8706,358
18,"Technische Universität Kaiserslautern, Fachbereich Mathematik",13118,358
18,"Rous, André (Fotograf)",2,355
18,Unbekannt,7886,354
18,"Boswank, Herbert (Fotograf)",8786,335
18,"Gerig, Uwe (Fotograf)",161,327
18,Schöningh,10470,326
18,"Höhne, Erich (Fotograf)",4,293
18,"Pohl, Erich (Fotograf)",5,293
18,"Mayer-Vorfelder, Gerhard; Politiker (CDU); Sportfunktionär, 1933-",3696,293
18,"Fink,",6984,293
18,SWR 1,9584,292
18,Luftbildvertrieb und Werbebüro Gerhard Otto (Fotograf),14564,284
18,"Starke, Werner (Fotograf)",168,279
18,"Schlauch, Rezzo; Politiker (Grüne)",2579,249
18,"Schäfer, Harald B.; Politiker (SPD), 1938-2013",12033,245
18,"Bach, Johann Sebastian",23245,243
18,"Mathematisches Forschungsinstitut,",3892,236
18,"ZDV Universität Tübingen,",1110,233
18,"Vandenhoeck & Ruprecht,",4660,229
18,Sagner,16167,225
18,SWR 2,5928,218
18,"Math. Forschungsinst.,",1001,211
18,Museumshof Lensahn,1876,210
18,Schulamt Freudenstadt,5920,201
18,"Technische Universität Kaiserslautern, Fachbereich Physik",9543,198
18,Kreiseinrichtungen,4062,190
18,"Danigel, Gerd (Fotograf)",1956,187
18,"Schöningh,",11930,181
18,DFKI,1402,177
18,"Leiderer, Paul (1944-)",11539,177
